Șalaru	Şalaru.	properNoun
Șandor	Şandor	properNoun
Șerban	Erban.	properNoun
Șerbu	Erbu.	properNoun
Șerbănescu	Şerbănescu.	properNoun
Ștefan	Ştefan.	properNoun
Ștefanescu	Ştefanescu.	properNoun
Ștefănescu	Ştefănescu	properNoun
Știrbei	Ştirbei	properNoun
Țepeș	Ţepeş.	properNoun
Țiriac	Ţiriac	properNoun
Țițeica	Ţiţeica.	properNoun
Țurcan	Ţurcan	properNoun
Țurcanu	Ţurcanu.	properNoun
Țuțea	Ţuţea.	properNoun
Țăranu	Ţăranu.	properNoun
'Ndrangheta	'NdrAngheta	properNoun
100ème	100º	properNoun
10ème	10º	properNoun
11ème	11.	properNoun
12ème	12º	properNoun
13ème	13º	properNoun
14ème	14.	properNoun
15ème	15º	properNoun
16ème	16.	properNoun
17ème	17.	properNoun
18ème	18.	properNoun
19ème	século 19	properNoun
1er	1º	properNoun
20 minutos	20 minutos	properNoun
20ème	20.	properNoun
21ème	21.	properNoun
22ème	22º	properNoun
23ème	23º	properNoun
24ème	24.	properNoun
25ème	25.	properNoun
26ème	26.	properNoun
27ème	27.	properNoun
28ème	28.	properNoun
29ème	29.	properNoun
2G	2G.	properNoun
2nd	2º	properNoun
2ème	2º	properNoun
30ème	30.	properNoun
31ème	31st.	properNoun
32ème	32º	properNoun
33ème	300º	properNoun
34ème	34.	properNoun
35ème	35.	properNoun
36ème	36.	properNoun
37ème	37.	properNoun
38ème	38.	properNoun
39ème	39.	properNoun
3G	3G.	properNoun
3MA	3ma.	properNoun
3ème	3º	properNoun
40ème	40º	properNoun
41ème	41st.	properNoun
42ème	42º	properNoun
43ème	43	properNoun
44=Breizh	44 = Breizh.	properNoun
44ème	44.	properNoun
45ème	45.	properNoun
46ème	46.	properNoun
47ème	47.	properNoun
48ème	48.	properNoun
49ème	49.	properNoun
4G	4G.	properNoun
4x4	4x4.	properNoun
4ème	4º	properNoun
50ème	50.	properNoun
51ème	51st.	properNoun
52ème	52.	properNoun
53ème	53º	properNoun
54ème	54.	properNoun
55ème	55.	properNoun
56ème	56.	properNoun
57ème	57.	properNoun
58ème	58.	properNoun
59ème	59.	properNoun
5G	5G.	properNoun
5ème	5 ª	properNoun
60ème	60.	properNoun
61ème	61st.	properNoun
62ème	62º	properNoun
63ème	63rd.	properNoun
64ème	64.	properNoun
65ème	65.	properNoun
66ème	66.	properNoun
67ème	67.	properNoun
68ème	68.	properNoun
69ème	69.	properNoun
6G	6g.	properNoun
6ème	6º	properNoun
70ème	70.	properNoun
71ème	71st.	properNoun
72ème	72.	properNoun
73ème	73rd.	properNoun
74ème	74.	properNoun
75ème	75.	properNoun
76ème	76.	properNoun
77ème	77.	properNoun
78ème	78.	properNoun
79ème	79.	properNoun
7ème	7.	properNoun
80ème	80.	properNoun
81ème	81st.	properNoun
82ème	82.	properNoun
83ème	83rd.	properNoun
84ème	84.	properNoun
85ème	85.	properNoun
86ème	86.	properNoun
87ème	87.	properNoun
88ème	88.	properNoun
89ème	89.	properNoun
8ème	8º	properNoun
90ème	90.	properNoun
91ème	91st.	properNoun
92ème	92.	properNoun
93ème	93rd.	properNoun
94ème	94.	properNoun
95ème	95.	properNoun
96ème	96.	properNoun
97ème	97.	properNoun
98ème	98.	properNoun
99ème	99.	properNoun
9ème	9º	properNoun
@teneu	@teneu	properNoun
A350	A350.	properNoun
A380	A380.	properNoun
AALO	AALO.	properNoun
ABAO	Abao.	properNoun
ABB	Abbé	properNoun
ABBA	ABBA.	properNoun
ABC	abc	properNoun
ABF	Abf.	properNoun
ABN	Abn.	properNoun
ABN Amro	ABN AMRO.	properNoun
ABN-Amro	ABN-AMRO.	properNoun
ABP	Abp	properNoun
ABS	abdômen	properNoun
ACB	ACB.	properNoun
ACDAR	Cadame	properNoun
ACDH	Acd	properNoun
ACE	ÁS	properNoun
ACES	Acres	properNoun
ACIS	Ácido	properNoun
ACISA	Acisa.	properNoun
ACL	ACL.	properNoun
ACNC	ACNC.	properNoun
ACNUR	Acne	properNoun
ACPV	ACPV.	properNoun
ACR	Acr.	properNoun
ACS	ACS.	properNoun
ACT	agir	properNoun
ADAE	Adae.	properNoun
ADDA	Adda.	properNoun
ADECCCO	Adecco.	properNoun
ADEGI	Adegi.	properNoun
ADER	Adicionador	properNoun
ADIL	Adílar	properNoun
ADN	DNA.	properNoun
ADNes	Adnes.	properNoun
ADO	Adolescente	properNoun
ADR	Adr	properNoun
ADSL	Adsl.	properNoun
AECC	AECC.	properNoun
AEDE	AEDE.	properNoun
AEE	Aee.	properNoun
AEK	Aek.	properNoun
AELE	Aele.	properNoun
AELFP	AELFP.	properNoun
AEON	Aon.	properNoun
AEPD	AEPD.	properNoun
AEX	AEX.	properNoun
AFP	AFP.	properNoun
AGE	ERA	properNoun
AGER	Ager.	properNoun
AGIC	Agic.	properNoun
AGO	Atrás	properNoun
AGOS	AGOS.	properNoun
AI	TER	properNoun
AIA	AIA.	properNoun
AIB	Aib.	properNoun
AID	Ajuda	properNoun
AIOCC	AIOCC.	properNoun
AIP	AIP.	properNoun
AIRUB	Airub.	properNoun
AISA	AISA.	properNoun
AITAN	Aitan.	properNoun
AJE	AJE.	properNoun
AKA	AKA.	properNoun
AKUD	Akud.	properNoun
ALCRESA	Alcresa.	properNoun
ALE	Cerveja	properNoun
ALFUS	Alfus.	properNoun
ALM	Renny.	properNoun
AMC	Cm	properNoun
AMI	Amigo	properNoun
AMP	Amp	properNoun
AMPA	Amp	properNoun
AMR	Amr.	properNoun
AMR	Amus	properNoun
AMRO	AMRO.	properNoun
ANB	Anb.	properNoun
ANCA	Anca.	properNoun
ANEL	Anel.	properNoun
ANFAS	ANFAS.	properNoun
ANGED	Anged.	properNoun
ANP	Um cochilo	properNoun
ANPE	ANPE.	properNoun
ANSA	ANSA.	properNoun
ANV	Anv.	properNoun
AOL	AOL.	properNoun
APA	APA.	properNoun
ARC	ARCO	properNoun
ARCIS	Arcis.	properNoun
AREVA	Areva.	properNoun
ARN	RNA.	properNoun
ASCII	Ascii.	properNoun
AUT	AUT.	properNoun
AV	Av.	properNoun
AVE	Ave.	properNoun
AVL	Avl.	properNoun
AVT	Av.	properNoun
AXA	AXA.	properNoun
AZSV	AZSV.	properNoun
Aablina	Aablina.	properNoun
Aaium	AAIUM.	properNoun
Aalborg	Aalborg.	properNoun
Aaliyah	Aaliyah.	properNoun
Aalst	AALST.	properNoun
Aar	AAR.	properNoun
Aarab	Aarab.	properNoun
Aaron	Aaron.	properNoun
Aarschot	Aarschot.	properNoun
Aasheim	Aasheim.	properNoun
Abad	Uma má	properNoun
Abadal	Abadal.	properNoun
Abadan	Abadan.	properNoun
Abadias	Abadias	properNoun
Abadiño	ANSOLA.	properNoun
Abadía	Abadía.	properNoun
Abadías	Abadías.	properNoun
Abagail	Abagail.	properNoun
Abaitúa	Abaitúa.	properNoun
Abalain	Ablain.	properNoun
Abaltzisketa	Abaltzisketa.	properNoun
Abando	Abandono	properNoun
Abandoibarra	Abandono	properNoun
Abanto	Abanto.	properNoun
Abarca	Abarca	properNoun
Abartzuza	Apartzuza.	properNoun
Abarzuza	Abarzuza.	properNoun
Abas	Abas	properNoun
Abasalon	Abasalon.	properNoun
Abascal	Abascal.	properNoun
Abasolo	Abasolo.	properNoun
Abate	Abate	properNoun
Abaterusso	Aberusso.	properNoun
Abati	Abati.	properNoun
Abaunza	Abaunza.	properNoun
Abaurreas	Abaulreas.	properNoun
Abba	ABBA.	properNoun
Abbado	Abbado.	properNoun
Abbaretz	Abbareze.	properNoun
Abbas	Abbas.	properNoun
Abbasside	Abbassid.	properNoun
Abbatangelo	Abbatangelo.	properNoun
Abbate	Abbate	properNoun
Abbatucci	Abbatucci	properNoun
Abbeville	Abbeville.	properNoun
Abbey	l' abbaye	noun
Abbey	une abbaye	None
Abbiati	Abbiati.	properNoun
Abbie	Abbie	properNoun
Abbigail	Abbigail	properNoun
Abbio	Abbio.	properNoun
Abbondanza	Abbondanza.	properNoun
Abbondanzieri	Abbondanzieri	properNoun
Abbott	Abbott.	properNoun
Abbott Laboratories	Laboratórios Abbott.	properNoun
Abboud	Abboud.	properNoun
Abbrescia	Mosteiro	properNoun
Abbruzzese	Abbruzzzese.	properNoun
Abby	Abby	properNoun
Abdallah	Abdallah.	properNoun
Abdel	Abdelle	properNoun
Abdelaziz	Abdelaziz.	properNoun
Abdelghani	Abdelghani.	properNoun
Abdelhadi	Abdelhadi.	properNoun
Abdelhak	Abdelehak	properNoun
Abdelkader	Abdelkader.	properNoun
Abdelkhalak	Abdelkhalak.	properNoun
Abdelkrim	Abdelkrim.	properNoun
Abdellatif	Abdelativo	properNoun
Abdelli	Abdelli.	properNoun
Abdelmajib	Abdelmajib.	properNoun
Abdelmalek	Abdelmalek.	properNoun
Abdelmalik	Abdelmalik.	properNoun
Abdelqadem	Abdelqadem.	properNoun
Abdenbi	Abddenbi.	properNoun
Abdennabi	Abdennabi.	properNoun
Abderrahman	Abderrahman	properNoun
Abderrahmane	Abderrahmane.	properNoun
Abdo	Abdo	properNoun
Abdon	Abdon.	properNoun
Abdoulaye	Abdoulaye.	properNoun
Abdrazakov	Abdrazakov	properNoun
Abdul	Abdul.	properNoun
Abdulhaved	Abdulhaved.	properNoun
Abdullah	Abdullah.	properNoun
Abdullah Ahmad Badawi	Abdullah Ahmad Badawi.	properNoun
Abdullah Gül	Abdullah Gül.	properNoun
Abdülhamid II	Abdülhamid II.	properNoun
Abe	Abe.	properNoun
Abebe	ABEBE.	properNoun
Abecassis	Abecassis.	properNoun
Abed	Abed.	properNoun
Abegile	Abegile.	properNoun
Abel	Abel.	properNoun
Abelardo	Abelardo.	properNoun
Abelie	Abélie	properNoun
Abella de la Conca	Abella de la conca	properNoun
Abellard	ABELLARD.	properNoun
Abelle	Abelle	properNoun
Abelleira	Abeleira.	properNoun
Abelli	Abelli	properNoun
Abellán	Abellán.	properNoun
Abelló	Um sino	properNoun
Abelson	Corns.	properNoun
Abenza	Abenza	properNoun
Abeozen	ABEOZEN	properNoun
Aber	Afastar	properNoun
Aber Benoît	Aber Benoît.	properNoun
Abera	Abera.	properNoun
Aberasturi	Abertilia.	properNoun
Aberdeen	Aberdeen.	properNoun
Aberri Eguna	Aberri Eguna.	properNoun
Aberta	Aberta	properNoun
Aberystwyth	Abrystwyth.	properNoun
Abetone	Abetona.	properNoun
Abetxuko	Abetxuko.	properNoun
Abgwilherm	Abgjy	properNoun
Abherve	Abuherve.	properNoun
Abi	Abi.	properNoun
Abi-Ackel	Abi-ackel	properNoun
Abia	Abia.	properNoun
Abiada	Hidra	properNoun
Abiba Diskojaia	Abiba Diskojaia.	properNoun
Abidal	Abidal.	properNoun
Abidjan	Abidjan	properNoun
Abiera	Abiera.	properNoun
Abigail	Abîmer	properNoun
Abigayle	Abcayer	properNoun
Abigaïl	Abigaïl	properNoun
Abili	Abilius.	properNoun
Abilio	Abrio	properNoun
Abily	Abilidade	properNoun
Abinahil	Abinahil.	properNoun
Abitbol	Abitbol.	properNoun
Abiven	Abenço	properNoun
Abkhaze	Abkhaze.	properNoun
Abkhazie	ABKHAZIA.	properNoun
Abornikano	Abornikano.	properNoun
Abottsford	Abbotsford.	properNoun
Abou	ABU.	properNoun
Abou Dabi	Abu Dhabi.	properNoun
Abou Dahdah	Abu Dahdah.	properNoun
Abou Ghraib	Abou Ghraib.	properNoun
Aboujaoude	Aboujaoude	properNoun
Abraam	Abraam	properNoun
Abraham	Abraão	properNoun
Abrahams	Abrahams.	properNoun
Abrahão	Abrahão	properNoun
Abrakam	Abrakam.	properNoun
Abramo	Abramah.	properNoun
Abramovich	Abramovich	properNoun
Abrams	Abrams.	properNoun
Abran	Abran	properNoun
Abranis	Abranis.	properNoun
Abrar	Abra	properNoun
Abrera	Abrera.	properNoun
Abreu	Abreu.	properNoun
Abric	Abric.	properNoun
Abril	Abril	properNoun
Abrisketa	Abrisketa.	properNoun
Absalom	Apalom.	properNoun
Abtwil	Abrtwil.	properNoun
Abu	Abu	properNoun
Abu Dhabi	Abu Dhabi.	properNoun
Abu Dhabi Investment Authority	AUTORIDADE DE INVESTIMENTO ABU DHABI	properNoun
Abubo	Abbo	properNoun
Abuja	Abuja.	properNoun
Abul	Abul	properNoun
Abulafia	Abulafia.	properNoun
Abulala	Abulala.	properNoun
Abulcasis	Abulcastis.	properNoun
Abuli	Abuli.	properNoun
Aburto	Aborto.	properNoun
Abydos	Abydos.	properNoun
Abyei	Abyei.	properNoun
Abymes	Abames.	properNoun
Abyshev	Abysshev	properNoun
Abyssinie	Abissínia	properNoun
Abárzuza	Abárzuza.	properNoun
Abécassis	Abcassis.	properNoun
Abós	Abós.	properNoun
Academie Goncourt	Academia Goncourt.	properNoun
Acadie	ACADIA.	properNoun
Acadien	Acadiano	properNoun
Acajutla	Acajutla.	properNoun
Acapulco	Acapulco	properNoun
Acapulco de Juárez	Acapulco de Juárez.	properNoun
Acasiete	Acasete.	properNoun
Acasuso	Acasuso	properNoun
Acaz	Acaz.	properNoun
Accad	ACPADA.	properNoun
Accadien	Accadel.	properNoun
Accent	Sotaque	properNoun
Accenture	Accenture	properNoun
Acciari	Acciar	properNoun
Acciarini	Acciarini	properNoun
Acciaro	AcciAro.	properNoun
Accili	Ruvolo.	properNoun
Acciona	ACCIONA.	properNoun
Accocceberry	Accoceber.	properNoun
Accor	Accor.	properNoun
Accorinti	Accorinti.	properNoun
Accoto	Accoton	properNoun
Accoyer	Espalhar	properNoun
Accra	Acra.	properNoun
Acebes	Acebes	properNoun
Acebo	Acebo.	properNoun
Acebuche	ACEBUCHE.	properNoun
Acedo	Acède	properNoun
Acedo-Lodosa	Acedo-lodosa.	properNoun
Aceh	Aceh.	properNoun
Aceituno	ACEITUNO.	properNoun
Aceline	Ácido	properNoun
Acer	Acer.	properNoun
Acerbo	Acerbo	properNoun
Acero	Acero	properNoun
Acesa	Aesa.	properNoun
Acetre	Acetral.	properNoun
Acetti	Acetti.	properNoun
Acevedo	Acevedo.	properNoun
Aceña	Aceña.	properNoun
Acha	Império Bizantino	properNoun
