source,POS
Karolain,properNoun
abaca,noun
fitter,noun
Llurba,properNoun
arrak,noun
clitoral,adjective
antiracist,noun
Sanuy,properNoun
Nastassia,properNoun
Chatel,properNoun
Menor,properNoun
Gide,properNoun
Gouge,properNoun
Sión,properNoun
Gniezno,properNoun
acid rain,noun
Harrisson,properNoun
Sentís,properNoun
Lemieux,properNoun
Arbour,properNoun
Tristram,properNoun
Caissy,properNoun
Darsigny,properNoun
Bellegarde,properNoun
Pearson,properNoun
Hinojosa,properNoun
Diorio,properNoun
Hodgins,properNoun
Hormigo,properNoun
Libel,properNoun
in the clear,adverb
at this time,adverb
Pere Sampol Mas,properNoun
Camargo,properNoun
Silvina,properNoun
Delamarre,properNoun
Chalmers,properNoun
topping,noun
naively,adverb
Siegel,properNoun
Pachón,properNoun
capacimeter,noun
Haque,properNoun
matrilineality,noun
macadam,noun
birthday party,noun
peristole,noun
Kaufman,properNoun
Hester,properNoun
Numas,properNoun
Gomariz,properNoun
Lamoureux,properNoun
ecchymosis,noun
Lanciault,properNoun
harmonist,noun
Larente,properNoun
sixty-ninth,adjective
Onlina,properNoun
Moctezuma,properNoun
in the circumstances,adverb
Feria,properNoun
Lestage,properNoun
Alquezar,properNoun
Lecavalier,properNoun
Jaden,properNoun
nigger,noun
Alejandro Bofill Mas,properNoun
Seccareccia,properNoun
Armintario,properNoun
Maximilienne,properNoun
Levantine,adjective
orophyte,noun
Cerat,properNoun
Sacha,properNoun
on a different scale,adverb
amitosis,noun
Auladell,properNoun
for a brief period,adverb
Veillantif,properNoun
Loza,properNoun
Franz Ferdinand,properNoun
Plat,properNoun
as early as possible,adverb
nucleophilic,adjective
Àngela,properNoun
Bériault,properNoun
osteonecrosis,noun
Sirard,properNoun
collembolan,noun
Callejón,properNoun
Argelés,properNoun
autotransformer,noun
at the eleventh hour,adverb
Lavery,properNoun
Elcide,properNoun
synchronously,adverb
Zelina,properNoun
dimensionless,adjective
Abdul Hamid II,properNoun
peak,verb
North,properNoun
Briant,properNoun
unauthorized,adjective
behaviourist,noun
teleprompter,noun
Glaude,properNoun
Anglehart,properNoun
Duro,properNoun
for some reason or other,adverb
drone,noun
Layette,properNoun
Chaban-Delmas,properNoun
amygdalectomy,noun
adenohypophysis,noun
Zoa,properNoun
Ball,properNoun
classically,adverb
Agusttin,properNoun
where possible,adverb
collimation,noun
just as little,adverb
Valeriano,properNoun
Langevin,properNoun
Benéitez,properNoun
Guinevere,properNoun
Ardennes,properNoun
deflection,noun
Demelo,properNoun
refiner,noun
Días,properNoun
Collier,properNoun
Hillel,properNoun
Alosnos,properNoun
Bactrian,adjective
Zinedine,properNoun
Bérard,properNoun
Prieur,properNoun
Vallée,properNoun
Calzado,properNoun
Graziano,properNoun
Desruisseaux,properNoun
Rival,properNoun
Compte,properNoun
Théorêt,properNoun
Jaelyn,properNoun
hypodermoclysis,noun
Tolley,properNoun
receivership,noun
autoantigen,noun
Rousson,properNoun
Esquerra,properNoun
spurious,adjective
Séverin,properNoun
Albán,properNoun
immobile,adjective
Soliva,properNoun
disorganized,adjective
Cristia,properNoun
Brito,properNoun
Schindler,properNoun
advection,noun
Karlie,properNoun
Erlindo,properNoun
Seers,properNoun
Turmo,properNoun
Pietroniro,properNoun
Antares,properNoun
Halie,properNoun
Amphictyonic,adjective
Caubet,properNoun
iOS,properNoun
thus far,adverb
remaster,verb
currycomb,noun
Emeterio,properNoun
hydroextractor,noun
Ciobanu,properNoun
negatron,noun
Raffe,properNoun
untouched,adjective
catalytically,adverb
psychotechnic,adjective
drupel,noun
Cronenberg,properNoun
inflect,verb
Turón,properNoun
Ita,properNoun
in this respect,adverb
organizational,adjective
Terenzio,properNoun
byproduct,noun
Bonvehí,properNoun
Assi,properNoun
Ricard,properNoun
Dalthon,properNoun
Acuña,properNoun
Gittens,properNoun
Ordonez,properNoun
Vericat,properNoun
Crispo,properNoun
Difiore,properNoun
tranquiliser,noun
palatogram,noun
along that line,adverb
at a price,adverb
standalone,adjective
at full tilt,adverb
Bronsard,properNoun
hydraulically,adverb
parangon,noun
Romilda,properNoun
Neomenia,properNoun
Nintendo 64,properNoun
coprostasis,noun
cryptoportico,noun
Eleázaro,properNoun
erythropoiesis,noun
Désilets,properNoun
Bergevin,properNoun
Casildo,properNoun
Aixendri,properNoun
Hannah,properNoun
cherub,noun
over and over,adverb
Packwood,properNoun
Camilo,properNoun
Saint-Exupery,properNoun
Martineau,properNoun
Arno,properNoun
Scully,properNoun
Eulogio,properNoun
Benvenuto,properNoun
Gwendoline,properNoun
Ferreux,properNoun
microinstruction,noun
of its own free will,adverb
McLuhan,properNoun
osteoclast,noun
temporally,adverb
Gourgues,properNoun
Cabús,properNoun
Leslie,properNoun
odontoblast,noun
Kodak,properNoun
