source,POS
Villareal,properNoun
borelian,adjective
x all costs,adverb
infiltrate,verb
in colour,adverb
Iztapalapa,properNoun
misogyny,noun
traumatic brain injury,noun
pork crackling,noun
caciquism,noun
urge to be in the limelight,noun
amour,noun
cardiologist,noun
bestiary,noun
empiricist,adjective
clavicle,noun
nothing in particular,subordinatingConjunction
spoonful,noun
menhir,noun
fortification,noun
virginity,noun
use all its skill,verb
Cervantism,noun
digastric,adjective
ecuadorian,adjective
Kaiku,properNoun
Ericsson,properNoun
legal action,noun
bale,noun
private doctor,noun
laterite,noun
caustic,adjective
non-alignment,noun
angrily,adverb
octant,noun
acquaint,verb
methane,noun
andrology,noun
particular character,noun
Lepanto,properNoun
playboy,noun
bar code reader,noun
spelling corrector,noun
hydropneumatic,adjective
Eva-Britt,properNoun
iterative,adjective
abortive,adjective
tachyphylaxis,noun
chess,noun
Fotyga,properNoun
Heras,properNoun
copulation,noun
Bangladesh,properNoun
diffusionism,noun
under suspicion,adverb
because you say so,adverb
ferrite,noun
dandelion,noun
out of season,adverb
PDA,noun
organicism,noun
jar,noun
tug,noun
below,preposition
Rourke,properNoun
heteropolar,adjective
macaque,noun
indeclinable,adjective
swap,noun
purism,noun
Council,properNoun
get anxious,verb
irreverence,noun
set fire,verb
russian,adjective
siberian,adjective
up to date,adjective
homecoming,noun
to be frank,adverb
Kursaal,properNoun
icosahedron,noun
child support,noun
legal person,noun
over here,adverb
acromion,noun
permittivity,noun
thawing,noun
fundamental problem,noun
meridian,noun
isotopism,noun
intercalation,noun
brilliantly,adverb
aseptic,adjective
wavelength,noun
cunning,noun
omnipotent,adjective
Poincaré,properNoun
in all honesty,adverb
soulmate,noun
ZDF,noun
RPG7,properNoun
ergonomical,adjective
film festival,noun
planar,adjective
The New York Times,properNoun
chiasm,noun
symphonic,adjective
Ajdabiya,properNoun
motel,noun
Norse,noun
Aiestaran,properNoun
sift,verb
walking,noun
Cruz-Díez,properNoun
monetarist,adjective
hidden microphone,noun
rage,verb
parabolic,adjective
Neyts-Uyttebroeck,properNoun
godforsaken,adjective
go along,verb
tremolite,noun
azalea,noun
sulphur dioxide,noun
sirocco,noun
worshipper,adjective
Cambodian,noun
Candy,properNoun
zonular,adjective
phallic,adjective
deployment,noun
enharmonic,adjective
magically,adverb
hematuria,noun
record,adjective
spermatophyte,noun
dirty clothes,noun
webcam,noun
neonatal,adjective
Cervantes Birthplace Museum,properNoun
lymphatic,adjective
patriarchy,noun
soothe,verb
Kerejeta,properNoun
Taoism,noun
objector,noun
be distant,verb
navigation trade,noun
diplococcus,noun
seismogram,noun
colonizable,adjective
Tirán,properNoun
why,interrogativePronoun
mock,adjective
undecidable,adjective
spanish,adjective
collectivism,noun
admiral,noun
granulocyte,noun
ruminant,adjective
myopathy,noun
blind spot,noun
imitator,noun
infecundity,noun
which one,adjective
Afrikaner,adjective
Rose of Lima,properNoun
arabism,noun
respiration,noun
martial,adjective
egyptian,adjective
dominican,adjective
antisocial,adjective
plexus,noun
Torrado,properNoun
magnesium,noun
Calgary,properNoun
spatula,noun
Aviano,properNoun
sucker,noun
in all fairness,adverb
adorable,adjective
haberdashery,noun
cultural tourism,noun
archival,adjective
environmentalism,noun
work centre,noun
ritualism,noun
aerometry,noun
de la Cuesta,properNoun
splenomegaly,noun
Avogadro constant,noun
embalm,verb
nectarine,noun
dissonance,noun
frontispiece,noun
woodchuck,noun
Cunningham,properNoun
epistle,noun
Joomla,properNoun
grill,noun
ADP,noun
advisability,noun
poetry reading,noun
hypoglycemia,noun
proton,noun
gargoyle,noun
corridor,noun
globetrotter,noun
cosmovision,noun
radioisotope,noun
Buñuel,properNoun
fragility,noun
toothpaste,noun
therapist,noun
mediate,verb
Phoney War,properNoun
alkaloid,noun
RBIC,properNoun
citric,adjective
fighter jet,noun
at the same time,subordinatingConjunction
caecum,noun
in the immediate aftermath,adverb
downward trend,noun
Aranburu,properNoun
still have not got a phone,verb
hexastyle,adjective
endemism,noun
industrialisation,noun
readable,adjective
students,noun
dimer,noun
Watson,properNoun
Christensen,properNoun
septum,noun
transgressor,noun
gymnosperm,noun
Doménech,properNoun
deterministic,adjective
encircle,verb
axiology,noun
isostasy,noun
jest,noun
subspecies,noun
porphyria,noun
sociolinguistic,adjective
towing,adjective
gaussian,adjective
accrue,verb
scheelite,noun
Sanchez,properNoun
sinusoid,noun
millet,noun
peritoneum,noun
platen,noun
nativism,noun
monocyte,noun
Steinmeier,properNoun
sophism,noun
missile launcher,adjective
set off against,verb
opening,adjective
intubation,noun
if that weren't enough,adverb
Zurbarán,properNoun
striking,adjective
less than,preposition
optometrist,noun
anaesthetic,adjective
cymbal,noun
numeric,adjective
salivation,noun
thousandth,determiner
breadfruit,noun
Schumann,properNoun
supply ship,noun
colonisation,noun
chou,noun
trot,noun
puerperium,noun
mimesis,noun
amazed,adjective
income support,noun
sorcery,noun
still do not understand,verb
epoch,noun
halftime,noun
preventable,adjective
congruence,noun
2-3-5 system,noun
accentuation,noun
inaudible,adjective
privatise,verb
synclinal,adjective
Cavalry Brigade,properNoun
particularism,noun
freezing,adjective
Wagnerism,noun
clover,noun
in disguise,adjective
polycrystalline,adjective
psychrometer,noun
demographically,adverb
dawn,verb
unscrew,verb
in any case,adverb
glycemic,adjective
Friendly Islands,properNoun
beetle,noun
wade,verb
Goth,noun
Monteagudo,properNoun
neonazi,adjective
foul play,noun
analyser,noun
social gathering,noun
at half-mast,adverb
Tchaikovsky,properNoun
hypovolemia,noun
pharaonic,adjective
insuperable,adjective
rhythmical,adjective
incorrectly,adverb
tandem,noun
bathyal,adjective
Barataria,properNoun
cassiterite,noun
all of its own,subordinatingConjunction
keep its eyes peeled,verb
premarital,adjective
palimpsest,noun
psychometrics,noun
Secretary-General,noun
angolan,adjective
pictogram,noun
Rock of Gibraltar,properNoun
permissiveness,noun
invaluable,adjective
in the open air,adverb
stingy,adjective
nutcracker,noun
manservant,noun
civilly,adverb
stenometopic,adjective
hemangioma,noun
Azerbaijan,properNoun
proboscis,noun
niter,noun
fatuity,noun
awkwardly,adverb
hallelujah,interjection
absorbent,adjective
coda,noun
consonant,noun
nanomaterial,noun
coming,noun
wipe up,verb
small and medium enterprise,noun
