source,POS
kitchen unit,noun
uncouth,adjective
either,subordinatingConjunction
sou'wester,noun
Landspítali,properNoun
garbage incineration,noun
square root,noun
preventive/ precautionary measure,noun
preserving,noun
national broadcaster,noun
doorbell,noun
for those reasons,adverb
safe deposit box,noun
rogueish,adjective
totally empty,adjective
chequered,adjective
gear box,noun
ground floor,noun
oblong,adjective
cleft chin,noun
in working condition,adjective
retelling,noun
hoofbeat,noun
veneer,noun
laying,noun
rakish,adjective
ewe,noun
Old Icelandic,noun
play tricks,verb
borderline,noun
fumbling,adjective
could say,adverb
person spoken to,noun
transportable,adjective
back of the head,noun
splendorous,adjective
woman studies,noun
boil,noun
main point,noun
hard as a rock,adjective
Whitsun,noun
old man,noun
gift certificate,noun
pass a law,verb
collection of poetry,noun
person receiving a scholarship or grant,noun
be allowed,verb
wholesomeness,noun
susceptive,adjective
electoral roll,noun
wine-tasting,noun
pack animal,noun
heavily hung over,adjective
intermediate stage,noun
hound down,verb
thick fog,noun
shock absorber,noun
refresher course,noun
volcanic eruption,noun
front wheel,noun
hot-tempered,adjective
product category,noun
yellow-bellied sapsucker,noun
sunstroke,noun
darts,noun
plainsong,noun
Arnþór,properNoun
cold and damp,adjective
gene carrier,noun
tough as leather,adjective
nursing home,noun
silver spoon,noun
ten thousand,noun
cower,verb
fibre optic cable,noun
stepchild,noun
renter,noun
goal kick,noun
en,properNoun
road manager,noun
remote control,noun
low-fat milk,noun
federal state,noun
Breiðdalsvík,properNoun
tonsure,verb
stage design,noun
positive,adverb
proportion,verb
be of use,verb
announcement/notification of a meeting,noun
object of ridicule,noun
songbook,noun
Iran,noun
figure of speech,noun
non-migratory bird,noun
cast out,verb
Njáll,properNoun
rendez-vous,noun
price fall/decline,noun
Ásgrímur,properNoun
prepare food,verb
turn green,verb
social democratic party,noun
resistance movement,noun
semicircle,noun
fish processing,noun
teachers' common room,noun
down payment,noun
second-best,adjective
further in,adverb
mutterings,noun
any sort of,adverb
any sort of,interrogativePronoun
sky-blue,adjective
Good Friday,noun
filled to the brim,adjective
sprouting tip,noun
gravel bank,noun
touched,adjective
exhaust pipe,noun
in good shape,adjective
transverse flute,noun
for two reasons,adverb
migratory bird,noun
Sámi speaker,noun
food allergy,noun
sperm whale,noun
purple sandpiper,noun
door lock,noun
horseback,noun
slap in the face,noun
ladies' man,noun
extremely courteous,adjective
break to pieces,verb
inessive case,noun
energy science,noun
Súsanna,properNoun
word order,noun
thoracic cavity,noun
infant baby,noun
in the past year,adverb
equals sign,noun
Þjóðrekur,properNoun
copperplate,noun
vacuumise,verb
rain and storm,noun
dead boring,adjective
Alrekur,properNoun
magic wand,noun
take effect,noun
master's degree,noun
acoustic guitar,noun
confiscated,adjective
travelling companion,noun
view of history,noun
cormorant,noun
fun-maker,noun
danger of contagion/infection,noun
uninterested,adjective
secondary-school teacher,noun
except,adjective
counselling,noun
covered in hair,adjective
manner of speaking,noun
under the weather,adjective
who suffers losing badly,adjective
collective responsibility,noun
small pancake,noun
campfire,noun
look,adverb
hard task,noun
underwater swimming,noun
full right up,adjective
Italy,noun
freezing plant,noun
second-hand bookshop,noun
strikebreaker,noun
charity work,noun
wandering,noun
eke out one's existence,verb
celebration day,noun
bird excrement,noun
slightly overcast,adjective
fishing rod,noun
mucous membrane,noun
American football,noun
international air traffic,noun
flotsam,noun
coffee grounds,noun
quaking,noun
keyboarding,noun
unhesitant,adjective
bureau of statistics,noun
in these parts,adverb
take in,verb
Minister of Health,noun
nominal,noun
whooping cough,noun
w,noun
September,numeral
religious community,noun
security control,noun
fatty acid,noun
just finished,adjective
registration certificate,noun
carefulness,noun
diamonds,noun
director of personnel,noun
long jump,noun
knock-kneed,adjective
dissolute life,noun
cutting/chopping board,noun
foreskin,noun
dry dock,noun
free port,noun
educational film,noun
swampy ground,noun
go in the face of,verb
tremble violently,verb
compare to,verb
recently,adjective
‘old windbag’,noun
coronary thrombosis/occlusion,noun
tensile strength,noun
fall into decay,verb
mute,noun
tripping,noun
Seðlabanki,properNoun
ice-cold,adjective
window-post,noun
Hlynur,properNoun
weak,adverb
time of arrival,noun
unsearchable,adjective
fire insurance,noun
bar owner,noun
central nervous system,noun
duvet cover,noun
unripe berry,noun
hotheaded,adjective
zig-zag,noun
womanizer,noun
westerly wind,noun
ladies,noun
dephosphorylation,noun
grinning,adjective
baleen,noun
large and imposing,adjective
last summer,noun
half a singed sheep's head,noun
night watchman,noun
handling,noun
bald spot,noun
tread lightly,verb
unable to move,adjective
beside oneself,adjective
hindquarters,noun
solitary farmer,noun
written language,noun
