source,POS
Nerio,properNoun
Petronel,properNoun
Segismundo,properNoun
Flower,properNoun
Isidro,properNoun
Chahine,properNoun
Monheit,properNoun
unwritten,adjective
in dock,adverb
Jamari,properNoun
Strong,properNoun
UAE,properNoun
Yesenia,properNoun
Brodie,properNoun
therophyte,noun
Corrigan,properNoun
stacker,noun
compactness,noun
Casault,properNoun
pyxis,noun
Ferland,properNoun
Bahí,properNoun
cyclosilicate,noun
spermatid,noun
Trinitarian,adjective
phacolysis,noun
Mudarra,properNoun
Grenadian,adjective
in the experimental stage,adverb
heterolysosome,noun
Gadiel,properNoun
out of all fairness,adverb
spender,noun
childless,adjective
StarCraft,properNoun
ninety-sixth,adjective
Evandro,properNoun
Messina,properNoun
Perceval,properNoun
Fouquet,properNoun
Ferré,properNoun
amaurosis,noun
lipoid,noun
replica,noun
Chenail,properNoun
Granell,properNoun
Langford,properNoun
Figuera,properNoun
Silesian,noun
Abrahams,properNoun
Frigola,properNoun
Enoch,properNoun
shockingly,adverb
Ciuró,properNoun
multiplicative,adjective
Guida,properNoun
in some ways,adverb
analytics,noun
Touray,properNoun
cytostatic,noun
jurisconsult,noun
nutraceutical,noun
Langis,properNoun
on commission,adverb
supercontinent,noun
Nardelli,properNoun
Vitruvius,properNoun
phytoparasite,noun
Davila,properNoun
Honorio,properNoun
at the last minute,adverb
Brianso,properNoun
exquisitely,adverb
Poitou,properNoun
horseman,noun
Bizier,properNoun
Suria,properNoun
Ingrid,properNoun
Curotte,properNoun
three-wheeled,adjective
monogenesis,noun
Cardenas,properNoun
Méler,properNoun
Jura,properNoun
Gabarrón,properNoun
piecemeal,adjective
Dell,properNoun
phylum,noun
Fillmore,properNoun
Parras,properNoun
Melillo,properNoun
Joan Mas i Vives,properNoun
Redmond,properNoun
samba,noun
Emmie,properNoun
Émilien,properNoun
Pratte,properNoun
McDuck,properNoun
Nanda,properNoun
Planells,properNoun
Burbank,properNoun
myxomycete,noun
Izzo,properNoun
anemoscope,noun
Dowland,properNoun
cystocele,noun
seroconversion,noun
Akkadian,noun
in all weathers,adverb
Scevola,properNoun
Radu,properNoun
Isaia,properNoun
