source,POS
culpable,adjective
likeable,adjective
crap,adjective
foot,verb
regional police,noun
meek,adjective
savoury,adjective
headstrong,adjective
unhurt,adjective
serenade,verb
spoon,verb
sixty fifth,determiner
AA,noun
flask,noun
better for now,adverb
spruce,adjective
wince,verb
swarm,verb
torrid,adjective
car park,noun
thrifty,adjective
slovenly,adjective
certified,adjective
Western Asia,properNoun
june,noun
forte,noun
scream,presentParticipleAdjective
mumble,verb
tender,verb
streak,verb
microwave,verb
Lujo,properNoun
twenty-seven,numeral
by then,adverb
haggle,verb
diffuse,verb
royalist,adjective
ill-treat,verb
varnish,verb
squeak,verb
testy,adjective
gorgeous,adjective
associate member of the Basque Academy,noun
truss,verb
smutty,adjective
eighty third,determiner
wallop,verb
squint,verb
pert,adjective
lag,verb
eighty-four,numeral
outlaw,adjective
prowl,verb
grimace,verb
three or four,numeral
sink,presentParticipleAdjective
nose,verb
jerk,verb
handicap,verb
smoker,adjective
gesture,verb
tinker,verb
sloppy,adjective
thirty third,determiner
inane,adjective
make so much noise,verb
lurid,adjective
wrong,verb
nought,noun
see,presentParticipleAdjective
string,verb
south wind,noun
refill,verb
lordling,noun
myopic,adjective
Ondarroa,properNoun
singer,adjective
cram,verb
ninety eighth,determiner
horrid,adjective
parole,verb
sorbian,noun
depraved,adjective
recalcitrant,adjective
to the rear,adverb
ripple,verb
ninety-nine,numeral
rotund,adjective
sluggishness,noun
dull,adjective
bent,adjective
skate,presentParticipleAdjective
Basque Autonomous Community,properNoun
prodigal,adjective
default,verb
hip,adjective
lasso,noun
garrulous,adjective
snare,verb
well-dressed,adjective
inveterate,adjective
spank,verb
rivet,verb
fraught,adjective
donostian,adjective
semaphore,verb
maintain,presentParticipleAdjective
rotate,presentParticipleAdjective
sixty seventh,determiner
fathom,verb
vault,verb
tower,verb
macedonian,noun
eighty sixth,determiner
ceaseless,adjective
fault,verb
would,verb
yoke,verb
ninety-eight,numeral
soaked,adjective
waken,verb
tactful,adjective
nurse,verb
translate from Basque,verb
woeful,adjective
hefty,adjective
taxi,verb
machine,verb
antagonise,verb
extol,verb
anemic,adjective
kilometres per hour,adverb
one hundred,numeral
groggy,adjective
sole,verb
fax,verb
with love,adverb
nebulous,adjective
ruffle,verb
siesta,noun
nonchalant,adjective
well-known,adjective
philanderer,adjective
self-employed,adjective
verve,noun
lie,presentParticipleAdjective
railroad,verb
redolent,adjective
covert,adjective
suture,verb
brim,verb
pander,verb
gruelling,adjective
scorn,verb
noted,adjective
Saez,properNoun
earn,presentParticipleAdjective
frank,verb
ninety fifth,determiner
newlywed,noun
boisterous,adjective
too little,pronoun
too little,determiner
insatiable,adjective
tombstone,noun
slack,adjective
in the opinion of,preposition
warrant,verb
defrost,verb
concoct,verb
smoky,adjective
twenty-three,numeral
zigzag,verb
wheeze,verb
passing,adjective
twenty-one,numeral
censure,verb
motion of censure,noun
lent,noun
tenable,adjective
drive belt,noun
monster,adjective
soothing,adjective
cold sore,noun
computer specialist,noun
sabotage,verb
ninety second,determiner
lethargic,adjective
beach,verb
cosset,verb
Saint John,properNoun
distasteful,adjective
swirl,verb
top of the list,noun
swimming,adverb
decrepit,adjective
gritty,adjective
glare,verb
celibate,adjective
grubby,adjective
pathetic,adjective
whimsical,adjective
shampoo,verb
jabber,verb
evaporate,presentParticipleAdjective
remiss,adjective
tally,verb
rightful,adjective
dart,verb
vintage,adjective
pleat,verb
along the same lines,adverb
fume,verb
demure,adjective
past,adverb
brazen,adjective
thermonuclear bomb,noun
regional policeman,noun
clearing,noun
thirty-one,numeral
silver,verb
diet,verb
telltale,adjective
video,verb
nag,verb
one-sided,adjective
sixty-five,numeral
lean year,noun
luxuriant,adjective
seventy-eight,numeral
hundredth,noun
horny,adjective
sixty-three,numeral
sunken,adjective
baleful,adjective
two or three,numeral
tipple,verb
fasten,verb
ramshackle,adjective
interrogative,adjective
effeminate,adjective
fore,noun
foil,verb
kiss,presentParticipleAdjective
bait,verb
mellow,verb
indulge,verb
thirty-eight,numeral
until now,adverb
nearby,adverb
Amurrio,properNoun
berth,verb
crave,verb
twenty second,determiner
frenetic,adjective
giddy,adjective
gape,verb
relative majority,noun
caretaker,noun
forty eighth,determiner
needle,verb
lush,adjective
burrow,verb
romanian,adjective
hibernate,verb
Southern Basque Country,properNoun
dunce,adjective
tiff,noun
thump,verb
reimburse,verb
engaged,adjective
pet,verb
precis,verb
denature,verb
Saint-Jean-de-Luz,properNoun
rank,adjective
expedient,adjective
lasso,verb
ninety-seven,numeral
CPI,noun
key,verb
separatist,adjective
lavish,verb
sympathise,verb
twenty-six,numeral
nine hundred,numeral
unrivalled,adjective
spiteful,adjective
treat unfairly,verb
nip,verb
winding,adjective
tinker,noun
illegible,adjective
florin,noun
get drunk,verb
pot,verb
indebted,adjective
quarrel,verb
serbian,noun
Dulantzi,properNoun
sulk,verb
summons,verb
nothing at all,adverb
meld,verb
bath,verb
slimy,adjective
fiddle,verb
unsightly,adjective
niggle,verb
naturalist,adjective
autonomous community,noun
three hundred,numeral
bask,verb
latin american,adjective
UPV/EHU,noun
ungainly,adjective
chip,verb
breastfeed,verb
peck,verb
Zornotza,properNoun
nothing at all,pronoun
frightening,adjective
seventy-five,numeral
well-behaved,adjective
mantle,verb
prune,verb
seventy-seven,numeral
pushy,adjective
giggle,verb
startle,verb
quadruple,adjective
puff,verb
incense,verb
seventy sixth,determiner
thirty seventh,determiner
need,presentParticipleAdjective
impending,adjective
cherish,verb
flower,presentParticipleAdjective
sand,verb
laudable,adjective
incipient,adjective
well-read,adjective
the day after tomorrow at midday,adverb
quieten,verb
unseemly,adjective
salutary,adjective
continuing,adverb
profane,verb
hiss,verb
scold,verb
fart,verb
refreshing,adjective
under the command of,preposition
Bergara,properNoun
PSN,noun
brash,adjective
wind,verb
smear,verb
twenty fourth,determiner
despondent,adjective
vex,verb
running engine,noun
hedge,verb
abertzale,noun
so-called,adjective
unrivaled,adjective
franco-german,noun
soggy,adjective
sulky,adjective
staid,adjective
ninety-three,numeral
moo,verb
inanimate,adjective
thousands of,pronoun
thousands of,determiner
twenty first,determiner
quarrelsome,adjective
override,verb
salvage,verb
suitor,noun
bashful,adjective
latin american,noun
defenseless,adjective
shrill,adjective
flare,verb
industrial park,noun
support,presentParticipleAdjective
potter,verb
sensationalist,adjective
mournful,adjective
stoke,verb
by the thousand,adverb
straggle,verb
curt,adjective
contribution of great importance,noun
dainty,adjective
twenty fifth,determiner
badger,verb
quest,verb
parking lot,noun
smiling,adjective
quick-witted,adjective
miserly,adjective
untapped,adjective
unsympathetic,adjective
twenty seventh,determiner
municipal policeman,noun
forest road,noun
misread,verb
muzzle,verb
flinch,verb
forty second,determiner
pocket,verb
EHAK,noun
slur,verb
sixty-two,numeral
obliged,adjective
Santurtzi,properNoun
eighty-seven,numeral
watery,adjective
bushy,adjective
ninety-five,numeral
EB,noun
in the sun,adverb
sandwich,verb
plod,verb
academy award,noun
wrangle,verb
commonplace,adjective
bedside,noun
equable,adjective
royal road,noun
halve,verb
Ezker Batua,properNoun
subconscious,adjective
watchful,adjective
dizzy,adjective
drunken,adjective
thorny,adjective
tenth,noun
rue,verb
moldy,adjective
electrocute,verb
limp,adjective
fiery,adjective
untold,adjective
Gernika,properNoun
maltreat,verb
sixty first,determiner
occasion,verb
lecherous,adjective
navarran,adjective
floortile,noun
etcetera,noun
seventy fifth,determiner
identity document,noun
sponge,verb
balmy,adjective
Pamplonese,noun
falter,verb
sleet,verb
banal,adjective
member of the Basque Academy,noun
lax,adjective
spry,adjective
at one time,adverb
scrawny,adjective
steep,verb
soprano,adjective
wrench,verb
flagstone,noun
vanquish,verb
signal light,noun
youthful,adjective
by when,adverb
by when,interrogativePronoun
ticklish,adjective
massif,noun
pulverise,verb
smelt,verb
flick,verb
fillet,verb
unlock,verb
superintend,verb
fifty-eight,numeral
lamppost,noun
ninety ninth,determiner
serene,adjective
to above,adverb
overcast,adjective
circle,verb
circle,presentParticipleAdjective
seventy eighth,determiner
rear,verb
constable,noun
preposterous,adjective
dust,verb
seventy-three,numeral
impassive,adjective
sixty-seven,numeral
observing,adverb
slobber,verb
stumble,verb
non-committal,adjective
uphold,verb
jovial,adjective
droll,adjective
viva,interjection
on par with,preposition
coo,verb
goodnight,interjection
pliant,adjective
circumcise,verb
restive,adjective
pensive,adjective
valiant,adjective
procrastinate,verb
deface,verb
old battleaxe,noun
disconcert,verb
Azpeitia,properNoun
mime,verb
scorch,verb
level,adjective
seven hundred,numeral
finger,verb
scurrilous,adjective
stolid,adjective
prod,verb
bounce,noun
brighten,verb
time bomb,noun
tempestuous,adjective
victor,noun
mogul,noun
ninety fourth,determiner
independentist,adjective
voluptuous,adjective
forty-one,numeral
twenty-five,numeral
crawl,verb
crawl,presentParticipleAdjective
whelp,verb
squat,verb
prevailing,adjective
in doubt,adverb
seducer,adjective
five hundred,numeral
blunder,verb
slot,verb
in the strictest sense of the word,adverb
unscrupulous,adjective
Fatherland Day,noun
scruffy,adjective
