source,POS
Curlica,properNoun
Pelinna,properNoun
Hadjidemetriou,properNoun
Bouazizi,properNoun
Tarnita,properNoun
Carminatti,properNoun
Vilamet,properNoun
Craica,properNoun
Sevgi,properNoun
Ng,properNoun
Darkmen,properNoun
Alajbeg,properNoun
Trabzonspor,properNoun
Brnjak,properNoun
Zarate,properNoun
Rakar,properNoun
Bosiljka,properNoun
Debreczenyi,properNoun
Milisav,properNoun
Erkmen,properNoun
Ergic,properNoun
Ozel,properNoun
Severin,properNoun
Vranje,properNoun
Kulska,properNoun
Cerasi,properNoun
Marmara See,properNoun
Bodrum,properNoun
Krampus,properNoun
Ferenc,properNoun
Nexbedin,properNoun
Medya,properNoun
Sadat,properNoun
Valotto,properNoun
Prinos,properNoun
Goekce,properNoun
Prpa,properNoun
Gasol,properNoun
Mizo,properNoun
Smiljanic,properNoun
Stanari,properNoun
Durmitor,properNoun
Crvtak,properNoun
Kraljevica,properNoun
Karabas,properNoun
Sidoli,properNoun
Byzantia,properNoun
Sykourio,properNoun
Lisovic,properNoun
Gospodinov,properNoun
Churkin,properNoun
Eleusis,properNoun
Zogani,properNoun
Fidesz,properNoun
Furio,properNoun
Agon,properNoun
Elektrani,properNoun
Benkhira,properNoun
Sahur,properNoun
Mironcic,properNoun
Asprokremnos,properNoun
Imam,properNoun
Norah,properNoun
Gular,properNoun
Sinisa,properNoun
Armin,properNoun
Starter,properNoun
Zilavka,properNoun
Sumadinac,properNoun
Mimar,properNoun
Trajanovski,properNoun
Aykanat,properNoun
Escamilio,properNoun
Srecko,properNoun
Bukri,properNoun
Kacanik,properNoun
Damiru,properNoun
Capusella,properNoun
Bajrovic,properNoun
Ledenika,properNoun
Lipponen,properNoun
Chios,properNoun
Dati,properNoun
Azad,properNoun
Kornelia,properNoun
Saraj,properNoun
Dour,properNoun
Muratovska,properNoun
Buttiglione,properNoun
Lucani,properNoun
Blatina,properNoun
Karlitekin,properNoun
Trans,properNoun
Boetie,properNoun
Oloumec,properNoun
Gurun,properNoun
Zavos,properNoun
Yvelines,properNoun
Prokopljevic,properNoun
Seymen,properNoun
Nikpek,properNoun
Aleksov,properNoun
Eraritjaritjaka,properNoun
Cvetkovski,properNoun
Momchilograd,properNoun
Toribiong,properNoun
Noor,properNoun
Bankasi,properNoun
Gorice,properNoun
Bagic,properNoun
Kicmari,properNoun
Mingiu,properNoun
Arup,properNoun
Garbala,properNoun
Shkrbalo,properNoun
Moqtada,properNoun
Kasatina,properNoun
Brestovitza,properNoun
Express,properNoun
Dramcheva,properNoun
Ingrida,properNoun
Panayiotis,properNoun
Tombul,properNoun
Mëhilli,properNoun
Perivolos,properNoun
Frieden,properNoun
Sartid,properNoun
Grigol,properNoun
Ringispil,properNoun
Vox,properNoun
Pianissimo,properNoun
Elci,properNoun
Golf,properNoun
Tigau,properNoun
Merovci,properNoun
Brbic,properNoun
Vladescu,properNoun
Kolonaki,properNoun
Saveska,properNoun
Henkel,properNoun
Visan,properNoun
Angus,properNoun
Alshoul,properNoun
Coppolino,properNoun
