source,POS
Aliu,properNoun
Ignarro,properNoun
Immonen,properNoun
Karailo,properNoun
Haouissa,properNoun
Harlem,properNoun
PandaLabs,properNoun
Divac,properNoun
Kline,properNoun
Petritsch,properNoun
Loznica,properNoun
Llukar,properNoun
Strahil,properNoun
Klosson,properNoun
Gattioni,properNoun
Altran,properNoun
Kommersant,properNoun
Kopaci,properNoun
Topanas,properNoun
Amer,properNoun
Golemovic,properNoun
Vodnjan,properNoun
Tola,properNoun
Soeda,properNoun
Vellberg,properNoun
eight-year,adjective
Lundrim,properNoun
Vuga,properNoun
Markac,properNoun
Lugar,properNoun
Loci,properNoun
Ramkovski,properNoun
Mulickoski,properNoun
Vizak,properNoun
Timisoara,properNoun
ask questions,verb
Pixies,properNoun
Brinza,properNoun
Svinjare,properNoun
Mityo,properNoun
Farman,properNoun
Ferizaj,properNoun
Srebric,properNoun
Senturk,properNoun
Engelliweb,properNoun
Srb,properNoun
Selimaj,properNoun
Gemius,properNoun
most of,adverb
Egro,properNoun
Pesalov,properNoun
Panagis,properNoun
Oleksandr,properNoun
Gerasmios,properNoun
Llapaj,properNoun
Anastassiades,properNoun
Murgash,properNoun
Ratomir,properNoun
Tovarnik,properNoun
Fukunishi,properNoun
Rugova,properNoun
Sintrivani,properNoun
Slavija,properNoun
Drafi,properNoun
Antalya,properNoun
Boskov,properNoun
Grcaliu,properNoun
Nastase,properNoun
Zurof,properNoun
Andro,properNoun
Timotej,properNoun
Zarezankova,properNoun
Isar,properNoun
Elcin,properNoun
Gius,properNoun
Pasali,properNoun
Mendelson,properNoun
Wikimedia,properNoun
Resi,properNoun
Brajnovic,properNoun
Tzavara,properNoun
Teodosije,properNoun
Crombez,properNoun
Sprios,properNoun
evening,adverb
Naber,properNoun
Lumnije,properNoun
Lusha,properNoun
exert influence,verb
Denizli,properNoun
Hotnews,properNoun
Temelin,properNoun
Garbin,properNoun
Ramou,properNoun
Fichtl,properNoun
Baldinini,properNoun
Aruna,properNoun
Baroso,properNoun
Hellenic,properNoun
Nasice,properNoun
Becici,properNoun
Artymata,properNoun
Tokatli,properNoun
Koumoutsakos,properNoun
Fylakio,properNoun
Rudin,properNoun
Koutouzis,properNoun
Veski,properNoun
Biodiesel,properNoun
Covasna,properNoun
Cvrk,properNoun
Oktay,properNoun
Lillikas,properNoun
Todor,properNoun
Rusmaili,properNoun
Kovos,properNoun
Dokanj,properNoun
Vogel,properNoun
Ercis,properNoun
Mugo,properNoun
Asmir,properNoun
Bourgas,properNoun
Butrinti,properNoun
Nalbandian,properNoun
Soldo,properNoun
Imer,properNoun
Frasker,properNoun
Mutercimler,properNoun
Belovacikli,properNoun
Susanu,properNoun
Xezair,properNoun
Kogioumtzis,properNoun
Stamatis,properNoun
Teleorman,properNoun
Iassy,properNoun
Ozeyegin,properNoun
Maurer,properNoun
Averea,properNoun
Myokan,properNoun
BalkanWeb,properNoun
Alzhar,properNoun
Razvan,properNoun
Brosnan,properNoun
Novartis,properNoun
Negoita,properNoun
Ranogajec,properNoun
Hivzi,properNoun
Glendory,properNoun
Mirča,properNoun
Zainea,properNoun
Meksi,properNoun
Maravic,properNoun
Warlick,properNoun
Antioch,properNoun
Kars,properNoun
Fekter,properNoun
Subrata,properNoun
Bregana,properNoun
Komninos,properNoun
Duraku,properNoun
Alon,properNoun
Perissa,properNoun
Volksbank,properNoun
Scheveningen,properNoun
Kokino,properNoun
Budo,properNoun
Tatic,properNoun
Nielson,properNoun
Trantino,properNoun
Asma,properNoun
Kichka,properNoun
Nami,properNoun
Joakim,properNoun
Krantja,properNoun
Dimo,properNoun
Kliman,properNoun
Inval,properNoun
Spitzis,properNoun
Bahoz,properNoun
Cakovec,properNoun
Eliopoulos,properNoun
Onur,properNoun
Coroiu,properNoun
Cavara,properNoun
Antonis,properNoun
Vinkovacke,properNoun
Marsicanin,properNoun
Wald,properNoun
Micula,properNoun
Galicnik,properNoun
Brajshori,properNoun
Roussal,properNoun
Nafaka,properNoun
Vardinoyannis,properNoun
Strom,properNoun
Spilos,properNoun
Berati,properNoun
Hadareni,properNoun
Elery,properNoun
get into debt,verb
Altas,properNoun
Rupcea,properNoun
Agafonova,properNoun
Padovese,properNoun
Bascarsija,properNoun
Radoi,properNoun
Reinhard,properNoun
Minxholi,properNoun
Goshev,properNoun
Bikavac,properNoun
Anagnostopoulos,properNoun
Kilicdaroglu,properNoun
Stojanovska,properNoun
Marella,properNoun
Trivunac,properNoun
Skela,properNoun
Bofrost,properNoun
Piatra,properNoun
Koncar,properNoun
Kaarina,properNoun
Beltes,properNoun
Osservatorio,properNoun
Gregoris,properNoun
Geier,properNoun
Bals,properNoun
Evangelismos,properNoun
Medfilm,properNoun
Theophanous,properNoun
Dlamini,properNoun
Battiato,properNoun
Ibn,properNoun
Masum,properNoun
Zahir,properNoun
Cabuk,properNoun
Haad,properNoun
Muhiba,properNoun
Alliot,properNoun
Keravnos,properNoun
Lezaic,properNoun
Konushefci,properNoun
Frederico,properNoun
Dehaene,properNoun
Bardonecchia,properNoun
Voicu,properNoun
Turnu,properNoun
Alpaslan,properNoun
Garipoglu,properNoun
Hateg,properNoun
Akdag,properNoun
Afxentiou,properNoun
Oteshevo,properNoun
Lagendijk,properNoun
Prometheu,properNoun
Bayandir,properNoun
Sisak,properNoun
Aksay,properNoun
Economedia,properNoun
Holzner,properNoun
Reiniger,properNoun
Saxe,properNoun
Merlin,properNoun
Gazetalajm,properNoun
Kishinev,properNoun
Prendi,properNoun
Demolli,properNoun
Adamakis,properNoun
Tabasaran,properNoun
Puci,properNoun
Pribicevic,properNoun
Efi,properNoun
Andjelko,properNoun
Skyros,properNoun
Haxhimanov,properNoun
Naumoska,properNoun
Manouchehr,properNoun
Kyriakakis,properNoun
Marak,properNoun
Polokwane,properNoun
Trnopolje,properNoun
Tsantes,properNoun
Platanista,properNoun
Tombros,properNoun
from that time,adverb
Lopatina,properNoun
Alparslan,properNoun
Poposki,properNoun
Pitesti,properNoun
Flego,properNoun
Shkup,properNoun
Ipek,properNoun
