source,POS
henceforward,adverb
successively,adverb
albino,noun
aloof,adjective
arenicolous,adjective
Kazamias,properNoun
at bottom,adverb
answering machine,noun
microwave oven,noun
tuner,noun
Hootsuite,properNoun
remount,verb
guanine,noun
certifier,adjective
gastronomic,adjective
annoyance,noun
constructivist,adjective
gratify,verb
possibilism,noun
monegasque,adjective
meteorological,adjective
casserole,noun
boolean,adjective
at a gallop,adverb
one,determiner
one,demonstrativePronoun
polarimeter,noun
prefecture,noun
starry,adjective
listed share,noun
Muhammed,properNoun
reclamation,noun
on the warpath,adverb
cheery disposition,noun
moneme,noun
subduction,noun
african,adjective
quality tourism,noun
Hispanism,noun
terbium,noun
tentative,adjective
ciliated,adjective
coxa,noun
Aiten Etxe,properNoun
unabridged speech,noun
mascara,noun
Thomson,properNoun
gravitational,adjective
performing arts,noun
missile launcher,noun
samurai,noun
von Habsburg,properNoun
cyclonic,adjective
validate,verb
colophony,noun
thorough clean,noun
per diem,noun
adulation,noun
alternation,noun
know the subject really well,verb
explorer,noun
Opran,properNoun
in low season,adverb
neolithic,noun
outdoors,adverb
Spanish Marine Division,properNoun
limiter,noun
mediocrity,noun
cavernous,adjective
geologically,adverb
teaser,noun
acrosome,noun
neoprene,noun
the other day,adverb
supersymmetric,adjective
endothelium,noun
at length,adverb
deltoid,noun
biodegradation,noun
hemotherapy,noun
hemophilia,noun
acerbity,noun
aggressively,adverb
midfield player,noun
spermatogonium,noun
splitting,noun
minimalism,noun
radiotelegraphy,noun
autocrat,noun
toast,verb
dystrophy,noun
northerly,adjective
idiomorphic,adjective
thirtieth,determiner
straighten,verb
painfully,adverb
golden share,noun
suffixation,noun
on my part,adverb
chess,adjective
excavator,adjective
Marchena,properNoun
by the skin of one's teeth,adverb
wilful,adjective
Universitat de les Illes Balears,properNoun
ureter,noun
reel,verb
parabola,noun
petty cash,noun
metallurgy,noun
Yanukovych,properNoun
reset,noun
scroll down,verb
Hogan,properNoun
on our part,adverb
deflation,noun
humanistic,adjective
archduke,noun
octahedron,noun
cellulose,noun
scroll,noun
reconfiguration,noun
coedition,noun
Borbone,properNoun
Youtube,properNoun
stamen,noun
polymorphism,noun
neon,noun
lignin,noun
light-sensitive,adjective
bract,noun
spoil fun to,verb
swiss,adjective
macrocephaly,noun
peal,noun
Andalusian,noun
confusedly,adverb
ionise,verb
temperate,adjective
coffee with milk,noun
depending on,subordinatingConjunction
be suitable,verb
in the distant future,adverb
boat race,noun
torment,noun
on the verge of extinction,adverb
myalgia,noun
alternator,noun
stipulation,noun
brazilian,adjective
compulsive,adjective
palaeography,noun
subsidise,verb
laugh along with,verb
indiscipline,noun
rusticity,noun
monosyllabic,adjective
Second World War,properNoun
deviationism,noun
Mas Nadal i Can Mèlich,properNoun
on the brink of despair,adverb
astigmatism,noun
angioma,noun
dregs,noun
private tuition,noun
phagocyte,noun
to such an extent,adverb
trachea,noun
reactionary,adjective
clearing code,noun
dodecahedron,noun
perjury,noun
guffaw,noun
cider,noun
queen of the jungle,noun
irascible,adjective
divergent,adjective
ascent,noun
give complex,verb
keep the peace,verb
hypsographic,adjective
canalisation,noun
amber,noun
corpuscular,adjective
revised,adjective
table the motion,verb
quartzite,noun
break-even point,noun
polyhedral,adjective
Verheugen,properNoun
cortisone,noun
obverse,noun
Japanese-American,noun
unreadable,adjective
go into action,verb
hallucinogen,noun
Arjona,properNoun
congregate,verb
machine-gun,verb
periscope,noun
lithium,noun
alibi,noun
Tenerifean,adjective
pork loin,noun
Middle East theocracy,noun
antonym,noun
Patti Smith,properNoun
leek,noun
AMISOM,properNoun
lipstick,noun
case with a false bottom,noun
geostrophic,adjective
in stock,adverb
cluttered,adjective
evaporation,noun
snout,noun
imperfection,noun
silicate,noun
subterranean,adjective
basic problem,noun
reelect,verb
Venezuelan,noun
polynomial,noun
hydrofugous,adjective
membranous,adjective
dendrology,noun
local office,noun
from this time forth,adverb
SUMMA,properNoun
cryogenic,adjective
jaunty,adjective
apostolate,noun
effervescence,noun
piecework,noun
hypotenuse,noun
vertebrate,noun
night and day,adverb
lipase,noun
demodulate,verb
visor,noun
reach rock bottom,verb
geomorphological,adjective
eversion,noun
in many respects,adverb
X-ray,noun
lossy,adjective
undemocratic,adjective
neodymium,noun
bitchy,adjective
Usabiaga,properNoun
spheroid,noun
Zelaya,properNoun
islamist,adjective
Ormazabal,properNoun
good-natured,adjective
jacobite,adjective
Zumárraga,properNoun
Kamiński,properNoun
ministerial decree,noun
incestuous,adjective
Bangalore,properNoun
lyophilisation,noun
atropine,noun
UNPROFOR,properNoun
scherzando,adverb
middle-sized,adjective
exhaustiveness,noun
synchrony,noun
stapler,noun
proustite,noun
hydrocephalus,noun
collecting,noun
dead end job,noun
catalase,noun
evergreen,adjective
roll up,verb
rhizome,noun
no-fly zone,noun
Júlia,properNoun
gravitation,noun
bacteriology,noun
and somewhat ironically,subordinatingConjunction
diphthong,noun
granulometry,noun
geometrically,adverb
as go,verb
postproduction,noun
postscript,noun
asturian,adjective
thrombocyte,noun
the ones who,pronoun
cybernetics,noun
Baeza,properNoun
mastication,noun
Arzalluz,properNoun
flannel,noun
bore,verb
stator,noun
in an orderly way,adverb
coke,noun
tile,verb
dynastic,adjective
lumber,noun
incorruptibility,noun
corroboration,noun
mat,noun
uninstallation,noun
Durán,properNoun
Astrana,properNoun
of particular use,adjective
determinate,adjective
waiting,adverb
cadence,noun
equipollent,adjective
conch,noun
Abidjan,properNoun
concentric,adjective
samarium,noun
expressionistic,adjective
tantrum,noun
pagination,noun
Sharp Guard,properNoun
Asarta,properNoun
catapult,noun
single-celled,adjective
throw a party,verb
coop,noun
FMI,noun
in tow,adverb
blight,noun
gammagraphy,noun
ectodynamomorphic,adjective
distend,verb
in blocks,adverb
delicatessen,noun
confessional,noun
longitudinal,adjective
be still working,verb
haplic,adjective
leakage,noun
xerophilous,adjective
spy,verb
arithmetic,noun
expansionist,adjective
Navalón,properNoun
web service,noun
bust,noun
pigment,noun
anyhow,adverb
drive mad,verb
consecutively,adverb
effusive,adjective
sternum,noun
Melville,properNoun
covariant,adjective
redemption,noun
Brossa,properNoun
permutable,adjective
Benamejí,properNoun
potentiality,noun
molality,noun
radication,noun
novelesque,adjective
weevil,noun
objectivation,noun
vine,noun
anti-doping,adjective
quarterly review,noun
basque,adjective
ethnicity,noun
indignant,adjective
strontium,noun
triumvirate,noun
gothic,adjective
trill,verb
dishonour,verb
Illarramendi,properNoun
monographic,adjective
authorisation for therapeutic use,noun
incoherent,adjective
enhancement,noun
UTC,properNoun
Age of Enlightenment,properNoun
colonise,verb
chop,noun
isolationist,adjective
daycare,noun
cytosome,noun
guanaco,noun
wild abandon,noun
bel,noun
Bay of Biscay,properNoun
under the influence,adverb
hemispherical,adjective
rear-admiral,noun
large intestine,noun
daw,noun
larch,noun
renovate,verb
execute in writing,verb
memorialize,verb
Spanish Agency for International Cooperation and Development,properNoun
shopkeeper,noun
attire,noun
hippocampus,noun
Agnew,properNoun
peasant,adjective
infant mortality rate,noun
authorised car dealer,noun
jubilation,noun
off duty,adverb
cloud computing,noun
chequebook,noun
zither,noun
collyrium,noun
Nikosea,properNoun
Yankee,noun
