source,POS
flood,verb
CD,noun
pull out,verb
invoice,noun
lubricant,noun
dilution,noun
device,noun
chest,noun
filthy,adjective
gather,verb
seaborne,adjective
imprudent,adjective
impartiality,noun
metaphysical,adjective
robot,noun
copy,noun
icefield,noun
marriage,noun
Garnett,properNoun
eventuality,noun
amplitude,noun
watchdog,noun
frequently,adverb
north,adverb
abundant,adjective
infraction,noun
colour,verb
interface,noun
Suebi,adjective
disagree,verb
physiotherapy,noun
to the ground,adverb
challenge,verb
jumper,noun
boundless,adjective
reform,verb
Volkswagen,properNoun
modulate,verb
obviate,verb
pertain,verb
page,noun
remark,verb
Viveiro,properNoun
Bermuda,properNoun
breed,verb
steering wheel,noun
Zambia,properNoun
alongside,adverb
perversion,noun
technical,adjective
crude,noun
dominant,adjective
circuit,noun
amount,verb
beast,noun
Slovene,noun
supposition,noun
handball,noun
cruelty,noun
Navarra,properNoun
periodically,adverb
actress,noun
lodge,verb
decolonization,noun
depose,verb
Leo IV,properNoun
closing,noun
indefinitely,adverb
smoke,verb
mainstay,noun
desecrate,verb
sick,adjective
beautiful,adjective
distillery,noun
Annapolis,properNoun
freedom,noun
stadium,noun
Chrysler,properNoun
tangible,adjective
centralism,noun
Anfield,properNoun
falsity,noun
posting,noun
shortcoming,noun
irony,noun
put off,verb
in fairness,adverb
cubist,adjective
investigating,adjective
teaching,noun
urgent,adjective
decompose,verb
mature,verb
Buddhism,noun
anaphylaxis,noun
Montserrat,properNoun
powerfully,adverb
lock,noun
directory,noun
trickle out,verb
how much,adjective
how much,adverb
how much,relativePronoun
how much,pronoun
how much,determiner
how much,interrogativePronoun
paste,verb
expropriation,noun
indeterminate,adjective
misunderstand,verb
Izquierda Unida,properNoun
secret,noun
cheapening,noun
moan,noun
timely,adjective
hill,noun
combine,verb
Pittsburgh,properNoun
congratulate,verb
rent,verb
Bundchen,properNoun
quintet,noun
intellect,noun
authorizing,adjective
notch,verb
eloquence,noun
podcast,verb
wherein,adverb
guitar,noun
Jefferson City,properNoun
prioritize,verb
make compatible,verb
transfer,verb
Satrústegui,properNoun
Turkmenistan,properNoun
intonation,noun
crowd,noun
association,noun
pregnant,adjective
killing,noun
Elena,properNoun
Juande Ramos,properNoun
in such a case,adverb
but,coordinatingConjunction
bewitching,adjective
notification,noun
infinity,noun
Corfu,properNoun
Arab,noun
glimmering,adjective
rename,verb
Barcelona,adjective
detective,noun
in the middle of nowhere,adverb
gray,adjective
federation,noun
so as to,preposition
uncork,verb
delimitation,noun
sponsor,noun
obligation,noun
