source,POS
create,verb
arrest,verb
novelist,noun
volley,noun
resolve,verb
intelligent,adjective
prime,adjective
behavioural,adjective
little,pronoun
little,determiner
Chicago,properNoun
aspiring,adjective
hepatitis,noun
tomorrow,adverb
shape,noun
recreate,verb
Pichel,properNoun
jungle,noun
additive,noun
Radford,properNoun
reading,adjective
chip,noun
pop,adjective
counteract,verb
modest,adjective
Alabama,properNoun
Valdeorras,properNoun
agriculturalist,noun
chaos,noun
cancellation,noun
Grimm,properNoun
Holbrook,properNoun
fulfilment,noun
gentleman farmer,noun
cloudiness,noun
routine,noun
perturb,verb
cosmetic,noun
concur,verb
Kenyan,noun
foundational,adjective
descending,adjective
adviser,noun
priest,noun
Clement III,properNoun
box,noun
Montesinos,properNoun
thereof,adverb
vehemently,adverb
meaningful,adjective
badly,adverb
drove,noun
Carroll,properNoun
humble,adjective
Gaddafi,properNoun
the next Sunday,adverb
tribalism,noun
colloquium,noun
campus,noun
communicative,adjective
Casas y Novoa,properNoun
panacea,noun
James Bond,properNoun
town,noun
Mladic,properNoun
flawless,adjective
policeman,noun
peculiar,adjective
put up,verb
base,verb
sectoral,adjective
recycling,noun
Dorian Gray,properNoun
appetizer,noun
preliminary,adjective
base,noun
infancy,noun
referee,noun
prominent,adjective
fry,verb
astonishment,noun
Fernando Torres,properNoun
feces,noun
artist,noun
equipment,noun
on this side,adverb
chart,noun
al-Aqsa,properNoun
mission,noun
Alentejo,properNoun
assign,verb
interpret,verb
next winter,adverb
fluency,noun
police,adjective
powerless,adjective
circumstance,noun
cholera,noun
Isle of Wight,properNoun
inspiration,noun
raid,noun
involve,verb
prism,noun
Australia,properNoun
in the first flush of enthusiasm,adverb
Barros,properNoun
release,verb
withhold,verb
secondary,adjective
Irish,noun
jealously,adverb
futurism,noun
eye,noun
upturn,noun
wash,noun
order,noun
Algarve,properNoun
lie,verb
watercolour,noun
merging,noun
invalid,noun
without,preposition
themselves,adverb
restrict,verb
Lloyds,properNoun
Pearl Jam,properNoun
too much,pronoun
too much,determiner
plus,adverb
Cuba,properNoun
Waugh,properNoun
roman,adjective
Brigantium,properNoun
rice,noun
stalk,verb
prescribe,verb
inseparable,adjective
convalescence,noun
magnificent,adjective
Crowe,properNoun
something,pronoun
in the morning,adverb
sculpture,noun
basin,noun
shock,verb
surname,noun
en face,adverb
governance,noun
debtor,adjective
inadmissibility,noun
lie,noun
passage,noun
whitewater,adjective
Kandinsky,properNoun
Mugabe,properNoun
adhere,verb
optimise,verb
indoor,adjective
from Vigo,adjective
debugger,noun
retrieve,verb
press,noun
disintegrate,verb
waterfront,noun
maduration,noun
keep in touch,verb
rejection,noun
script,noun
Vicenza,properNoun
far more so,adverb
librarian,noun
extensive,adjective
out of sorts,adverb
feedback,noun
abbot,noun
correctly,adverb
voter,noun
absorb,verb
devastated,adjective
hug,verb
barely,adverb
Benedict VIII,properNoun
deduct,verb
further,adverb
respiratory,adjective
maker,noun
physiology,noun
Khan,properNoun
title,verb
ordinary,adjective
underneath,preposition
publicise,verb
camellia,noun
senator,noun
showbiz,noun
boredom,noun
soul,noun
danger,noun
several,determiner
foresee,verb
Crimea,properNoun
Euskadi,properNoun
Robert,properNoun
Brandenburg,properNoun
eastern,adjective
aerospace,adjective
covet,verb
lymphoma,noun
wealthy,adjective
worrying,adjective
upon,preposition
Scot,properNoun
wavy,adjective
flow,noun
procreation,noun
sidewalk,noun
execution,noun
cardinal,adjective
crematory,noun
Kingston upon Hull,properNoun
finance,noun
urgently,adverb
restitution,noun
breakaway,noun
particle,noun
at present,adverb
