source,POS
digest,verb
zoophilous,adjective
stoichiometry,noun
exasperation,noun
bikini,noun
natural sunlight,noun
iridescence,noun
Albini,properNoun
congruently,adverb
Serrat,properNoun
come by,verb
shaman,noun
dip into,verb
dissent,verb
Flynn,properNoun
haploid,adjective
undisciplined,adjective
teaser,adjective
egocentric,adjective
disruption,noun
John of Matha,properNoun
above all else,adverb
S&P TSX,properNoun
flemish,adjective
no-fly-zone,noun
crescendo,adverb
accessorily,adverb
hypnotic,adjective
esplanade,noun
luminosity,noun
polishing,noun
go African,verb
Andú,properNoun
accordionist,noun
dig up,verb
social order,noun
alderman,noun
discography,noun
thyme,noun
kit,noun
scrolling,noun
contributory,adjective
apothem,noun
Whelan,properNoun
baby wipe,noun
financial support,noun
Black,properNoun
unimportance,noun
hammer thrower,noun
abridge,verb
relativist,adjective
with a laugh,adverb
grammage,noun
tubule,noun
parasitism,noun
news media,noun
reducedly,adverb
culet,noun
trojan,adjective
pericranium,noun
jocundity,noun
Magento,properNoun
electrochemical,adjective
monotony,noun
inspiring,adjective
misnomer,noun
bronchial,adjective
self-styled,adjective
incense,noun
tillite,noun
San Miguel League,properNoun
induction,noun
usurper,noun
catamaran,noun
put up the price of,verb
shameless,adjective
wrongside out,adverb
gobsmackedly,adverb
be alight,verb
go on sale,verb
eosinophile,noun
sophistication,noun
ropeway,noun
elaborate on,verb
cheerful disposition,noun
day in day out,adverb
trumpet,noun
civilizing,adjective
Serra,properNoun
temporality,noun
federative,adjective
petrography,noun
fireman,noun
marquee,noun
blasphemous,adjective
Fitzpatrick,properNoun
Sorcha,properNoun
otter,noun
microwave,noun
conscientiously,adverb
weigh anchor,verb
Government of Catalonia,properNoun
erythrocyte,noun
cladistics,noun
extruder,noun
Adeje,properNoun
atheistic,adjective
polarity,noun
generally speaking,adverb
orderly,adjective
Schächter,properNoun
Scorpio,noun
investigative journalism,noun
antitrust law,noun
doom,noun
lack initiative,verb
adolescent,adjective
sought-after,adjective
piss,noun
agglomerate,noun
democratisation,noun
windy,adjective
fishmonger,noun
high art,noun
effigy,noun
estimation,noun
interferometer,noun
as soon as,subordinatingConjunction
Sardinero,properNoun
prime minister,noun
telegraphic,adjective
bathed by,adverb
carboxylic,adjective
day and night,adverb
antechamber,noun
e-invoice,noun
log,noun
elixir,noun
overpopulation,noun
disguised,adjective
Planck's constant,noun
photogrammetry,noun
fennel,noun
be expecting,verb
themselves,reflexivePersonalPronoun
malay,adjective
cyrillic,adjective
rennet,noun
forte,adverb
bottle opener,noun
Indurain,properNoun
amblyopia,noun
grammaticalisation,noun
supernova,noun
P3,properNoun
private car,noun
polycythemia,noun
acetic,adjective
shortfall,noun
calamity,noun
cantata,noun
public sector,noun
chorion,noun
syntagma,noun
Ruipérez,properNoun
Balboa,properNoun
think so,verb
maltose,noun
go from one side to other,verb
anti-doping plan,noun
apiary,noun
Bretton Woods Agreement,noun
self-publishing,noun
right across,preposition
scarf,noun
be exceptional,verb
archaic,adjective
turn away,verb
subsidized,adjective
profitability,noun
take on,verb
sorter,noun
acrobatic,adjective
telephone sale,noun
Remonta,properNoun
long-windedly,adverb
articular,adjective
part -of-speech,noun
index finger,noun
atomisation,noun
snip,noun
slanderously,adverb
formalisation,noun
radula,noun
changeable,adjective
adjectival,adjective
Edwards,properNoun
nipple,noun
stomach ache,noun
marxist,adjective
ugliness,noun
cohesion fund,noun
conveyance with option to buy,noun
Stanislav Gross,properNoun
unwearyingly,adverb
every three months,adverb
floss,noun
nosing,noun
notochord,noun
cassette,noun
run away,verb
intern,noun
every now and then,adverb
Hilbert,properNoun
warily,adverb
regency,noun
hippopotamus,noun
take off prominence,verb
minister of industry,noun
antedate,verb
flabbergast,verb
be on the market,verb
impost,noun
raise funds,verb
XML,noun
scenographical,adjective
chestnut tree,noun
surfer,noun
saccharose,noun
established order,noun
goring,noun
sacrilegist,adjective
parametrisation,noun
drizzle,noun
con woman,noun
thanksgiving,noun
private patient,noun
Mainz,properNoun
calcification,noun
arranging,noun
vaporise,verb
avariciously,adverb
planned,adjective
hoard,verb
aries,adjective
thimble,noun
horde,noun
Crowley,properNoun
shoehorn,noun
ogive,noun
stressful,adjective
university fee,noun
unsuited,adjective
protohistory,noun
without dispute,adverb
vertigo,noun
propene,noun
Social Affairs,properNoun
proconsul,noun
every night,adverb
habanera,noun
divan,noun
ermine,noun
commercialisation,noun
paper pulp,noun
calyx,noun
ochre,noun
numbness,noun
bellow,noun
scarecrow,noun
chlorite,noun
sedentary,adjective
tide of revolt,noun
charter,noun
point of contact,noun
antiphony,noun
home town,noun
ODS,noun
tortuous,adjective
marchioness,noun
aboard,adverb
Revolvo,properNoun
phonetician,noun
trembling,adjective
biochemist,noun
warble,noun
estropadak,noun
recording studio,noun
delivery note,noun
knee-jerk,noun
glassy,adjective
osteosarcoma,noun
on the fly,subordinatingConjunction
reanimate,verb
Pontevedran,adjective
diatonic,adjective
finder,noun
licence,verb
graphologist,noun
symbiosis,noun
oocyte,noun
condor,noun
Strategic Residential Areas,properNoun
bicuspid,adjective
stereophonic,adjective
primogeniture,noun
oil slick,noun
nitrite,noun
seborrhea,noun
european,adjective
beggar,noun
cruising speed,noun
grilled,adjective
versatility,noun
in a northwesterly direction,adverb
caramelized,adjective
face-to-face,adjective
antiparticle,noun
National Anti-Doping Agency,properNoun
in octets,adverb
west end,noun
breathable,adjective
patrol boat,noun
unpaved,adjective
radius,noun
face up,verb
Gascón,properNoun
litigious,adjective
winger,noun
fabulist,noun
movable,adjective
gemology,noun
gamete,noun
ductile,adjective
argotic,adjective
phoneme,noun
re-invigoration,noun
elderberry,noun
braid,noun
tallow,noun
scandalise,verb
optometry,noun
Rowing Club of Zumaia,properNoun
in mourning,adverb
translation memory,noun
anti-doping body,noun
egregious,adjective
eschatology,noun
vicarage,noun
Burzaco,properNoun
expendable,adjective
selector,noun
methionine,noun
questionable,adjective
dagger,noun
segmentation,noun
nonmaterial,adjective
run helter-skelter,verb
reshuffling,noun
OJEU,noun
opposable,adjective
jolt,noun
dresser,noun
bulletproof,adjective
Merino,properNoun
imprescriptible,adjective
salivary,adjective
seductive,adjective
diverticulum,noun
everything,determiner
by an absolute majority,adverb
Haupert,properNoun
be funny,verb
Faraday constant,noun
manic,adjective
intuitivity,noun
Pidla,properNoun
with no conditions,adverb
oxygenation,noun
keep up to date,verb
smokescreen,noun
economic aid,noun
melting-point,noun
pleonasm,noun
inedible,adjective
assent,verb
mastermind,noun
biomolecular,adjective
tetrarchy,noun
bioaccumulation,noun
isohyet,noun
apace,adverb
chauvinism,noun
Fernandez,properNoun
