source,POS
Igual,properNoun
Gould,properNoun
Réaumur,properNoun
Torredembarra,properNoun
Nilo,properNoun
Braga,properNoun
Emudluk,properNoun
Auddino,properNoun
Vilagrán,properNoun
Agea,properNoun
Fofonov,properNoun
del Águila,properNoun
Paine,properNoun
Alins,properNoun
Delangis,properNoun
Botella,properNoun
Lugarà,properNoun
Filippin,properNoun
Pubill,properNoun
Lorusso,properNoun
Moral,properNoun
Gualco,properNoun
St-Amand,properNoun
Colón,properNoun
Maréchal,properNoun
Federico,properNoun
Favia,properNoun
Blondin,properNoun
Giammanco,properNoun
Quévillon,properNoun
Nicoli,properNoun
Morelló,properNoun
Follegot,properNoun
Triano,properNoun
Lluçà,properNoun
Johns,properNoun
la Llagosta,properNoun
Monière,properNoun
Sant Fruitós de Bages,properNoun
Ciuca,properNoun
Sabriá,properNoun
Coates,properNoun
Prato,properNoun
Paler,properNoun
Trás-os-Montes e Alto Douro,properNoun
Tosi,properNoun
Loayza,properNoun
Borgoglio,properNoun
Saat,properNoun
Portman,properNoun
Alí,properNoun
Halperin,properNoun
Lemmertz,properNoun
Parcak,properNoun
Llaurado,properNoun
Mont-ras,properNoun
Chiuse,properNoun
Casiraghi,properNoun
Juvanteny,properNoun
Sberna,properNoun
Quaranta,properNoun
Célestin,properNoun
Correia,properNoun
Blanc,properNoun
Vañó,properNoun
Stewart,properNoun
Fortes,properNoun
Tsvetaeva,properNoun
Zinaída,properNoun
Sant Jaume de Frontanyà,properNoun
Siso,properNoun
Himmler,properNoun
Fabbio,properNoun
Grierson,properNoun
Calì,properNoun
Ganhão,properNoun
Augustin,properNoun
Madrona,properNoun
Blunda,properNoun
Lagardère,properNoun
Giacomoni,properNoun
Fraile,properNoun
Lumière,properNoun
Fúnez,properNoun
Escher,properNoun
Riopel,properNoun
Aguilò,properNoun
la Nou de Gaià,properNoun
Cela,properNoun
Olgiati,properNoun
Falgás,properNoun
Sgobio,properNoun
Alcaraz,properNoun
Viegas,properNoun
Carmargo,properNoun
Palomas,properNoun
Camero,properNoun
Carré,properNoun
Maestrini,properNoun
Pericot,properNoun
Latorre,properNoun
Masiello,properNoun
Echepares,properNoun
Mohedano,properNoun
