source,POS
atrapalhar,verb
adquirir,verb
dotar,verb
materializar,verb
leiloar,verb
torcer,verb
ficar,verb
colocar,verb
liderar,verb
propiciar,verb
conotar,verb
escolher,verb
puxar,verb
receber,verb
mentalizar,verb
arrepender,verb
hispanizar,verb
desunir,verb
averiar,verb
transplantar,verb
deduzir,verb
repugnar,verb
acidentar,verb
inactivar,verb
solucionar,verb
sobrepor,verb
complicar,verb
ridiculizar,verb
alumiar,verb
faturar,verb
devastar,verb
frecuentar,verb
hipotecar,verb
etiquetar,verb
reiniciar,verb
tecer,verb
despir,verb
miniaturizar,verb
legendar,verb
autenticar,verb
testemunhar,verb
erradicar,verb
olhar,verb
exibir,verb
alarmar,verb
cravar,verb
deslizar,verb
perseguir,verb
noticiar,verb
intensificar,verb
insensibilizar,verb
representar,verb
redescobrir,verb
eletrizar,verb
abster,verb
engrandecer,verb
condicionar,verb
batizar,verb
trabar,verb
atualizar,verb
significar,verb
redistribuir,verb
encabeçar,verb
expressar,verb
manufaturar,verb
deleitar,verb
atrever,verb
delatar,verb
distribuir,verb
confluir,verb
sonhar,verb
consolidar,verb
situar,verb
naufragar,verb
recrescer,verb
autorizar,verb
exigir,verb
linchar,verb
avançar,verb
rogar,verb
liquidar,verb
concorrer,verb
desesperar,verb
reconfortar,verb
impugnar,verb
recuar,verb
recomprar,verb
engulir,verb
liberar,verb
mercerizar,verb
transmitir,verb
fazer frente,verb
cristianizar,verb
emitir,verb
rivalizar,verb
lesionar,verb
permanecer,verb
conversar,verb
resumir,verb
comutar,verb
custar,verb
narrar,verb
desiludir,verb
gravar,verb
guiar,verb
saudar,verb
arquivar,verb
desacreditar,verb
agradar,verb
plantar,verb
ouvir,verb
defender,verb
galardoar,verb
gerenciar,verb
diferenciar,verb
fluir,verb
admoestar,verb
pasteurizar,verb
sugerir,verb
desaparecer,verb
contextualizar,verb
ir,verb
trair,verb
iluminar,verb
propor,verb
testar,verb
reformar,verb
recusar,verb
advertir,verb
desnudar,verb
depositar,verb
irromper,verb
despregar,verb
aniquilar,verb
apanhar,verb
converter,verb
combinar,verb
feminizar,verb
suavizar,verb
arrematar,verb
drenar,verb
depor,verb
dar vergonha,verb
industrializar,verb
introduzir,verb
decolar,verb
caminhar,verb
desprezar,verb
sorrir,verb
respaldar,verb
desvendar,verb
penetrar,verb
andar,verb
pilotar,verb
contradizer,verb
desvalorizar,verb
abreviar,verb
reduzir,verb
reinterpretar,verb
permitir,verb
fracasar,verb
associar,verb
mexer,verb
chefiar,verb
interpretar,verb
militarizar,verb
acreditar,verb
redigir,verb
meditar,verb
possibilitar,verb
acompanhar,verb
esfregar,verb
intervir,verb
reconverter,verb
acelerar,verb
focalizar,verb
desnaturalizar,verb
consultar,verb
carecer,verb
reconectar,verb
coreografar,verb
invalidar,verb
rocar,verb
frustrar,verb
versar,verb
gorjear,verb
liberalizar,verb
flexibilizar,verb
ocultar,verb
cansar,verb
devolver,verb
recriminar,verb
outorgar,verb
particularizar,verb
apetecer,verb
caricaturizar,verb
assistir,verb
comer,verb
castrar,verb
infectar,verb
regresar,verb
reparar,verb
maximizar,verb
polvorizar,verb
usar,verb
evitar,verb
chamar de,verb
graduar,verb
rasgar,verb
vislumbrar,verb
inverter,verb
internalizar,verb
brilhar,verb
suprir,verb
politizar,verb
piorar,verb
renegar,verb
sudar,verb
higienizar,verb
desestabilizar,verb
convidar,verb
avariar,verb
agitar,verb
felicitar,verb
costumar,verb
acessar,verb
banhar,verb
gelar,verb
compor,verb
pendurar,verb
fomentar,verb
disputar,verb
normalizar,verb
otimizar,verb
contribuir,verb
estrelar,verb
pisar,verb
reenviar,verb
simplificar,verb
valer,verb
regionalizar,verb
enfadar,verb
arrasar,verb
ponderar,verb
comercializar,verb
cooperar,verb
cesar,verb
entender,verb
optar,verb
acender,verb
legar,verb
privilegiar,verb
capitalizar,verb
promulgar,verb
levar a cabo,verb
angelizar,verb
imortalizar,verb
usurpar,verb
descontar,verb
conter,verb
entrar,verb
almejar,verb
confesar,verb
deportar,verb
desmilitarizar,verb
adiantar,verb
desorientar,verb
alongar,verb
enclausurar,verb
rectificar,verb
espiritualizar,verb
carregar,verb
inserir,verb
afligir,verb
descristianizar,verb
coordenar,verb
distrair,verb
redimensionar,verb
derrocar,verb
implantar,verb
queimar,verb
fascinar,verb
setorizar,verb
perpetrar,verb
quintuplicar,verb
impressionar,verb
molestar,verb
retornar,verb
entusiasmar,verb
estrear,verb
pender,verb
entregar,verb
filmar,verb
desinfetar,verb
ajudar,verb
desolar,verb
sexualizar,verb
escorregar,verb
aristocratizar,verb
ultrapassar,verb
alzar,verb
caçoar,verb
nadar,verb
recompensar,verb
derrotar,verb
redefinir,verb
reinstalar,verb
furar,verb
limpar,verb
deparar,verb
estilizar,verb
multiplicar,verb
consentir,verb
escoltar,verb
orientalizar,verb
cancelar,verb
estandardizar,verb
angustiar,verb
suspirar,verb
confessar,verb
dar banho,verb
descumprir,verb
colmar,verb
probar,verb
emocionar,verb
ocorrer,verb
repercutir,verb
mergulhar,verb
aperfeiçoar,verb
horrorizar,verb
bajar,verb
transformar,verb
fortificar,verb
reorientar,verb
evocar,verb
surgir,verb
descuidar,verb
restituir,verb
impacientar,verb
reivindicar,verb
empobrecer,verb
sedimentar,verb
trabalhar,verb
arar,verb
