source,POS
comunicante,adjective
étnico,adjective
filosofal,adjective
desqualificador,adjective
calidoscópico,adjective
servível,adjective
assimilativo,adjective
lamelado,adjective
indumentário,adjective
colorante,adjective
pecaminoso,adjective
incapacitado,adjective
diabético,adjective
incorporal,adjective
quadrado,adjective
alcalimétrico,adjective
fenomenológico,adjective
veloz,adjective
preexcelente,adjective
ganhador,adjective
sintônico,adjective
burlador,adjective
definitivo,adjective
melindroso,adjective
uncinado,adjective
nabateu,adjective
cacuminal,adjective
alsaciano,adjective
vigésimo quarto,adjective
diversivo,adjective
derivativo,adjective
desmembrador,adjective
altruista,adjective
naval,adjective
volumétrico,adjective
vertebral,adjective
rapsódico,adjective
poliatómico,adjective
cuspidado,adjective
coativo,adjective
onzeno,adjective
acrônico,adjective
enervante,adjective
considerável,adjective
cromado,adjective
incultivado,adjective
nonagésimo oitavo,adjective
pronador,adjective
finalista,adjective
langoroso,adjective
vexilar,adjective
comentador,adjective
ingênuo,adjective
monozigótico,adjective
canalizador,adjective
desviável,adjective
indevido,adjective
descritivo,adjective
afixável,adjective
modernista,adjective
prescindível,adjective
desesperançado,adjective
predatório,adjective
representável,adjective
federado,adjective
nobiliárquico,adjective
transgressivo,adjective
pedogenético,adjective
poliamídico,adjective
perfectível,adjective
ponderável,adjective
sul-africano,adjective
celta,adjective
onomatopeico,adjective
espasmódico,adjective
expansivo,adjective
compressível,adjective
diluviano,adjective
unário,adjective
legal,adjective
isogônico,adjective
extraconjugal,adjective
neuropático,adjective
cultual,adjective
amatório,adjective
fixativo,adjective
estimado,adjective
trigésimo sexto,adjective
fibriloso,adjective
prínceps,adjective
mongoloide,adjective
impaciente,adjective
preparatório,adjective
sofístico,adjective
antigramatical,adjective
bordelês,adjective
promocional,adjective
homólogo,adjective
nadante,adjective
assamês,adjective
electrodoméstico,adjective
estereométrico,adjective
portuário,adjective
panteísta,adjective
matricial,adjective
evocativo,adjective
comerciante,adjective
verdejante,adjective
espantável,adjective
zoográfico,adjective
museológico,adjective
céltico,adjective
longo,adjective
budista,adjective
latitudinário,adjective
viável,adjective
excitante,adjective
irrefrangível,adjective
zangado,adjective
criptológico,adjective
milimétrico,adjective
paroxístico,adjective
imperdível,adjective
sapiens,adjective
antipatriótico,adjective
calicinal,adjective
medical,adjective
mitigável,adjective
habitual,adjective
mariológico,adjective
humanitário,adjective
termodinâmico,adjective
aristado,adjective
unitivo,adjective
suplantador,adjective
sufocante,adjective
electrotérmico,adjective
desconsolador,adjective
concessivo,adjective
esteganográfico,adjective
inexterminável,adjective
ependimário,adjective
braquigráfico,adjective
grafítico,adjective
garboso,adjective
concêntrico,adjective
inflamatório,adjective
bolométrico,adjective
racial,adjective
enganoso,adjective
impensável,adjective
oleaginoso,adjective
verificador,adjective
púdico,adjective
derrocador,adjective
sindicalista,adjective
sondável,adjective
lenitivo,adjective
necrológico,adjective
férreo,adjective
edafológico,adjective
galvanizado,adjective
octaviano,adjective
apreciável,adjective
brusco,adjective
passado,adjective
edulcorante,adjective
examinador,adjective
meu,adjective
lactescente,adjective
incobrável,adjective
preexistente,adjective
elipsoidal,adjective
provocador,adjective
suprimível,adjective
pendente,adjective
preceptoral,adjective
bíblico,adjective
vulnerável,adjective
móvel,adjective
cispadano,adjective
genitivo,adjective
venusiano,adjective
histopatológico,adjective
paroquial,adjective
independente,adjective
tributário,adjective
ansioso,adjective
quadragésimo primeiro,adjective
sindicador,adjective
alcorânico,adjective
reflexivo,adjective
deltoidal,adjective
uranista,adjective
constitucional,adjective
casual,adjective
astral,adjective
malar,adjective
pneumónico,adjective
centuplicado,adjective
custoso,adjective
dieléctrico,adjective
grave,adjective
românico,adjective
interlocutório,adjective
errôneo,adjective
antracolítico,adjective
realizador,adjective
prodrômico,adjective
abstrato,adjective
eletroencefalográfico,adjective
pneumatolítico,adjective
respectivo,adjective
filotécnico,adjective
nidoroso,adjective
sensório,adjective
orquestral,adjective
garibaldino,adjective
intermuscular,adjective
costeiro,adjective
icónico,adjective
elevador,adjective
hidreléctrico,adjective
refractivo,adjective
refulgente,adjective
fotonuclear,adjective
cancelado,adjective
proselitista,adjective
acinoso,adjective
semovente,adjective
objectivo,adjective
filético,adjective
metamórfico,adjective
davídico,adjective
lanoso,adjective
liberiano,adjective
veronês,adjective
preeminente,adjective
defetível,adjective
ucraniano,adjective
teutónico,adjective
incensurável,adjective
objectável,adjective
enológico,adjective
bárbaro,adjective
apoteótico,adjective
psicologista,adjective
herbívoro,adjective
tubercular,adjective
fetal,adjective
refractário,adjective
ambulatório,adjective
hiperestésico,adjective
daltónico,adjective
interestadual,adjective
eocénico,adjective
irremunerável,adjective
vassalo,adjective
cicloidal,adjective
sigmático,adjective
adinâmico,adjective
atómico,adjective
tensioativo,adjective
persecutório,adjective
exclamativo,adjective
sevilhano,adjective
reflectivo,adjective
senescente,adjective
abordável,adjective
heterocíclico,adjective
ibero-românico,adjective
estratigráfico,adjective
aglutinador,adjective
agonístico,adjective
adorador,adjective
submarino,adjective
erróneo,adjective
ingente,adjective
magnetizante,adjective
decursivo,adjective
refrescante,adjective
falangista,adjective
alomórfico,adjective
retardador,adjective
inativo,adjective
intercetável,adjective
pedagógico,adjective
inimigo,adjective
holoédrico,adjective
herpético,adjective
cacofônico,adjective
posicional,adjective
órfico,adjective
racista,adjective
conceptista,adjective
residencial,adjective
copiador,adjective
diocesano,adjective
suburbano,adjective
preponderante,adjective
maiêutico,adjective
inobservável,adjective
predominante,adjective
vacuolar,adjective
dimensional,adjective
proporcionável,adjective
tipificado,adjective
brilhante,adjective
oracular,adjective
perinatal,adjective
resineiro,adjective
cesariano,adjective
vultuoso,adjective
colecionável,adjective
antidemocrático,adjective
corruto,adjective
carmelitano,adjective
filatelista,adjective
contemptível,adjective
antonino,adjective
entretalhado,adjective
laciniado,adjective
pertinente,adjective
antiocidental,adjective
sibilítico,adjective
planetário,adjective
talmúdico,adjective
insular,adjective
difractivo,adjective
galaico,adjective
morado,adjective
matronal,adjective
antitrinitário,adjective
cooficial,adjective
territorial,adjective
turgente,adjective
anticanceroso,adjective
pálido,adjective
nutritivo,adjective
plácido,adjective
cismático,adjective
cheio,adjective
imbecil,adjective
recriminável,adjective
desenvolvido,adjective
inaplicado,adjective
acusatório,adjective
assonante,adjective
justificativo,adjective
metabólico,adjective
oceânico,adjective
esferoidal,adjective
heliocêntrico,adjective
arrizotónico,adjective
arrizotônico,adjective
dialectal,adjective
atónico,adjective
disciplinador,adjective
bisanual,adjective
nascente,adjective
sinovial,adjective
asilado,adjective
interdependente,adjective
discriminado,adjective
acrílico,adjective
igualado,adjective
fricativo,adjective
hispânico,adjective
lacunar,adjective
arrítmico,adjective
imprecatório,adjective
coagulável,adjective
canonizável,adjective
módico,adjective
vulnerante,adjective
rubiginoso,adjective
tiônico,adjective
transcaucásico,adjective
catastrófico,adjective
cubista,adjective
circassiano,adjective
esplendoroso,adjective
emprenhado,adjective
otimista,adjective
romeno,adjective
intumescente,adjective
dissipável,adjective
provinciano,adjective
margoso,adjective
ondulante,adjective
legendário,adjective
augustal,adjective
inquietador,adjective
radioativo,adjective
caraterizador,adjective
centrista,adjective
desprendido,adjective
unifilar,adjective
articulatório,adjective
estático,adjective
subtractivo,adjective
eletrocinético,adjective
santificante,adjective
paleozóico,adjective
salival,adjective
protagonista,adjective
glomerular,adjective
termológico,adjective
anônimo,adjective
disfónico,adjective
erradicativo,adjective
reminiscente,adjective
salvadorenho,adjective
consolidativo,adjective
insuperável,adjective
magistral,adjective
protônico,adjective
cálido,adjective
tenso,adjective
esférico,adjective
interestelar,adjective
talibã,adjective
cronométrico,adjective
ordenável,adjective
fanático,adjective
precordial,adjective
tirreno,adjective
semidivino,adjective
antiviral,adjective
anastático,adjective
guineense,adjective
benzílico,adjective
criticista,adjective
decadente,adjective
monoico,adjective
reumático,adjective
clitelado,adjective
adorável,adjective
sociológico,adjective
anorético,adjective
oportuno,adjective
modificativo,adjective
fertilizante,adjective
hidratável,adjective
extralegal,adjective
econométrico,adjective
meteorológico,adjective
reticente,adjective
clemente,adjective
esquivo,adjective
radiotelegráfico,adjective
climatizado,adjective
decapante,adjective
sancionador,adjective
trocador,adjective
boliviano,adjective
espectável,adjective
perdível,adjective
ponderativo,adjective
antagônico,adjective
rodeiro,adjective
publicável,adjective
espantador,adjective
galês,adjective
proponente,adjective
invendível,adjective
epirogénico,adjective
finado,adjective
sifonado,adjective
petroquímico,adjective
selenitoso,adjective
rebuscado,adjective
assolado,adjective
crítico,adjective
convocatório,adjective
andaluz,adjective
endogâmico,adjective
subsequente,adjective
hospitaleiro,adjective
contracetivo,adjective
enamorado,adjective
tumescente,adjective
alifático,adjective
frontal,adjective
intrigante,adjective
epigráfico,adjective
coagulador,adjective
habilitante,adjective
pensador,adjective
anoréxico,adjective
compilador,adjective
eletrobiológico,adjective
vigésimo sexto,adjective
placentário,adjective
cardiotónico,adjective
justificador,adjective
serrador,adjective
produtivo,adjective
vasco,adjective
uranográfico,adjective
axilar,adjective
basal,adjective
reorganizador,adjective
granuloso,adjective
irrenunciável,adjective
plausível,adjective
diafragmático,adjective
monométrico,adjective
confortador,adjective
exigente,adjective
presidencialista,adjective
opositivo,adjective
iluminista,adjective
siliquoso,adjective
cadencioso,adjective
irrefutável,adjective
vertiginoso,adjective
paritário,adjective
lavável,adjective
pescador,adjective
invocativo,adjective
senhorial,adjective
risível,adjective
mnemónico,adjective
restringente,adjective
sintomático,adjective
pletórico,adjective
mortificado,adjective
contrativo,adjective
otomano,adjective
latescente,adjective
dissolutivo,adjective
grão,adjective
lógico,adjective
morto,adjective
impermutável,adjective
telemétrico,adjective
empatado,adjective
eufónico,adjective
ameaçador,adjective
abnegado,adjective
enólico,adjective
peleano,adjective
desincentivador,adjective
interpretativo,adjective
insipiente,adjective
aparente,adjective
rapado,adjective
legalizado,adjective
homocêntrico,adjective
entomológico,adjective
volitivo,adjective
freático,adjective
apológico,adjective
norte-americano,adjective
obsidional,adjective
vulcanizado,adjective
bissexual,adjective
inacabado,adjective
ministrável,adjective
oclusivo,adjective
zootécnico,adjective
inflado,adjective
audacioso,adjective
americano,adjective
insubsistente,adjective
asténico,adjective
desconsiderado,adjective
opalescente,adjective
interjectivo,adjective
cataléptico,adjective
perturbador,adjective
implorável,adjective
terno,adjective
rábico,adjective
ternário,adjective
hospitalar,adjective
vesiculoso,adjective
mágico,adjective
sônico,adjective
nacionalista,adjective
menor,adjective
controverso,adjective
compendioso,adjective
atemporal,adjective
individualista,adjective
jurador,adjective
bianual,adjective
caquéctico,adjective
probatório,adjective
consumista,adjective
maligno,adjective
transversal,adjective
segregado,adjective
pansófico,adjective
desejável,adjective
ocular,adjective
firme,adjective
plumboso,adjective
filogenético,adjective
inserível,adjective
tocador,adjective
reformista,adjective
terciário,adjective
refinador,adjective
aerospacial,adjective
patognomônico,adjective
heliostático,adjective
ferromagnético,adjective
reiterado,adjective
uniformizável,adjective
pacificador,adjective
absíntico,adjective
piogénico,adjective
filtrador,adjective
respetivo,adjective
samaritano,adjective
transurânico,adjective
carbônico,adjective
acíclico,adjective
destilável,adjective
inassumível,adjective
compensador,adjective
pronto,adjective
laminoso,adjective
confrontável,adjective
soriano,adjective
anuente,adjective
nutante,adjective
valvar,adjective
bengali,adjective
sexagésimo,adjective
heptagonal,adjective
recompensador,adjective
conservador,adjective
camiliano,adjective
mesocrático,adjective
intemperado,adjective
fotolitográfico,adjective
incontornável,adjective
remissório,adjective
insolente,adjective
inalterado,adjective
inspiratório,adjective
conveniente,adjective
aplanético,adjective
artificioso,adjective
antiescrofuloso,adjective
radiotécnico,adjective
remunerado,adjective
prelativo,adjective
clamoroso,adjective
careliano,adjective
ustório,adjective
hemolítico,adjective
cotizado,adjective
esquerdo,adjective
tenro,adjective
líquido,adjective
sísmico,adjective
superfino,adjective
fluorimétrico,adjective
universitário,adjective
zodiacal,adjective
esclerosado,adjective
soldável,adjective
extraparlamentar,adjective
neoplatônico,adjective
protestativo,adjective
estrófico,adjective
periódico,adjective
leonês,adjective
primoroso,adjective
quinquenal,adjective
idealista,adjective
orleanista,adjective
inactivo,adjective
atrófico,adjective
bulboso,adjective
escotópico,adjective
jansenista,adjective
luminescente,adjective
miliar,adjective
conservativo,adjective
prosaico,adjective
abominável,adjective
multicapsular,adjective
descompassado,adjective
polimático,adjective
inibitório,adjective
azótico,adjective
antoniano,adjective
isotérmico,adjective
cetónico,adjective
branquiado,adjective
divulgador,adjective
glicônico,adjective
glorioso,adjective
gascão,adjective
hipersalino,adjective
incicatrizável,adjective
macarrônico,adjective
helmíntico,adjective
instaurado,adjective
jugal,adjective
reputado,adjective
neoliberal,adjective
cómodo,adjective
alarmista,adjective
histamínico,adjective
aduaneiro,adjective
desértico,adjective
indetetável,adjective
demasiado,adjective
preternatural,adjective
galénico,adjective
infantil,adjective
inicial,adjective
solubilizante,adjective
cômico,adjective
retal,adjective
monolítico,adjective
agitador,adjective
poliarticular,adjective
mitográfico,adjective
histológico,adjective
alternativo,adjective
exclamatório,adjective
hermenêutico,adjective
atrapalhado,adjective
israelítico,adjective
podológico,adjective
retovaginal,adjective
deteriorado,adjective
bravo,adjective
hondurenho,adjective
azarado,adjective
paraplasmático,adjective
emulador,adjective
socrático,adjective
historiográfico,adjective
putrefativo,adjective
férrico,adjective
siderúrgico,adjective
tuberculoso,adjective
romântico,adjective
celomado,adjective
aerotécnico,adjective
existencialista,adjective
reformador,adjective
satânico,adjective
alítico,adjective
catedrático,adjective
quântico,adjective
subtilizador,adjective
seborreico,adjective
biarticulado,adjective
branco,adjective
encanado,adjective
poderoso,adjective
sistólico,adjective
execrável,adjective
integrante,adjective
pupilar,adjective
