decoration	a decoração	noun
decoration	a ornamentação	noun
decoration	a condecoração	noun
decoration	o embelezamento	noun
decoration	o balangandã	noun
decoration	decoração	None
heteronym	heteronym.	properNoun
silverware	os talheres	noun
silverware	a prataria	noun
silverware	o utensílios de prata	noun
silverware	a baixela de prata	noun
silverware	talheres	None
introversion	Introversão	properNoun
hothouse	as estufa	noun
hothouse	estufa	None
remoteness	remoção	properNoun
oppression	a opressão	noun
oppression	a tirania	noun
oppression	a depressão	noun
oppression	o despotismo	noun
oppression	a crueldade	noun
oppression	opressão	None
fratricide	a fratricida	noun
fratricide	o fratricido	noun
fratricide	fratricídio	None
procurement	a aquisição	noun
procurement	a obtenção	noun
procurement	a intervenção	noun
procurement	a consecução	noun
procurement	a instigação	noun
procurement	o proxenetismo	noun
procurement	Compras	None
multimillionaire	o multimilionário	noun
multimillionaire	multimilionário	None
latex allergy	Alergia do látex.	properNoun
demography	a demografia	noun
demography	demografia	None
modifier	modificador	properNoun
coming	a vinda	noun
coming	a chegada	noun
coming	o advento	noun
coming	próximo	adjective
coming	vindouro	adjective
coming	futuro	adjective
coming	esperado	adjective
coming	provável	adjective
coming	possível	adjective
coming	chegando	None
nanomaterial	nanomaterial	properNoun
consonant	consoante	adjective
consonant	harmônico	adjective
consonant	harmonioso	adjective
consonant	conforme a	adjective
consonant	consoante	None
vitrectomy	vitrectomia	properNoun
small and medium enterprise	Pequena e média Enterprise	properNoun
BBK	Bbk.	properNoun
barium	o bário	noun
barium	bário	None
coda	CODA.	properNoun
drum	o tambor	noun
drum	o tímpano	noun
drum	tamborilar	verb
drum	martelar	verb
drum	tambor	None
extremity	a extremidade	noun
extremity	extremidade	None
de-rating	DE-Rating.	properNoun
fatuity	a estupidez	noun
fatuity	a imbecilidade	noun
fatuity	fatalidade	None
niter	o nitro	noun
niter	o salitre	noun
niter	o azotato de potássio	noun
niter	niter.	None
proboscis	o probóscide	noun
proboscis	o nariz	noun
proboscis	a tromba de elefante	noun
proboscis	o bicanca	noun
proboscis	probóscide.	None
potential	potencial	adjective
potential	possível	adjective
potential	virtual	adjective
potential	latente	adjective
potential	o potencial	noun
potential	a possibilidade	noun
potential	a potência	noun
potential	potencial	None
female	fêmea	adjective
female	feminino	adjective
female	mulheril	adjective
female	a fêmea	noun
female	a mulher	noun
female	a moça	noun
female	fêmeo	None
mesh	a malha	noun
mesh	a rede	noun
mesh	a engrenagem	noun
mesh	o entrosamento	noun
mesh	a armadilha	noun
mesh	o laço	noun
mesh	fios de rede ou tela	noun
mesh	engrenar	verb
mesh	entrosar	verb
mesh	enredar	verb
mesh	endentar-se	verb
mesh	prender-se em rede	verb
mesh	malha	None
duchy	o ducado	noun
duchy	ducado	None
neuroscience	Neurociência	properNoun
biomedicine	Biomedicina	properNoun
boyfriend	o namorado	noun
boyfriend	o amigo	noun
boyfriend	namorado	None
audiphone	Audiphone.	properNoun
background noise	barulho de fundo	properNoun
national product	Produto nacional	properNoun
tamarind	o tamarindo	noun
tamarind	Tamarindo	None
marrow	a medula	noun
marrow	o tutano	noun
marrow	a essência	noun
marrow	o âmago	noun
marrow	a polpa	noun
marrow	o cônjuge	noun
marrow	medula	None
folder	o dobrador	noun
folder	a pasta de papéis	noun
folder	o capa para encadernação	noun
folder	a máquina de dobrar	noun
folder	o prospecto dobrado	noun
folder	pasta	None
inequity	a iniquidade	noun
inequity	a injustiça	noun
inequity	desigualdade	None
harem	o harém	noun
harem	harém	None
h	H.	properNoun
short cut	o atalho	noun
short cut	o caminho mais curto	noun
short cut	Curto Corte	None
flat country	país plano	properNoun
aconite	o acônito	noun
aconite	o napelo	noun
aconite	acônito	None
phosphorylation	fosforilação	properNoun
orthodoxy	a ortodoxia	noun
orthodoxy	ortodoxia	None
travelling salesman	o vendedor viajante	noun
travelling salesman	vendedor ambulante	None
son of a bitch	os filho da puta	noun
son of a bitch	Filho da puta	None
small room	quarto pequeno	properNoun
notation	a notação	noun
notation	a nota	noun
notation	a numeração	noun
notation	o apontamento	noun
notation	os sistema de numeração	noun
notation	notação	None
school of languages	Escola de Línguas.	properNoun
rescue	resgatar	verb
rescue	salvar	verb
rescue	socorrer	verb
rescue	livrar	verb
rescue	ir em auxílio de	verb
rescue	libertar ilegalmente	verb
rescue	o salvamento	noun
rescue	o resgate	noun
rescue	a salvação	noun
rescue	a ajuda	noun
rescue	o auxílio	noun
rescue	a libertação ilegal	noun
rescue	resgate	None
Secretary-General	os secretário geral	noun
Secretary-General	Secretário geral	None
psychometrics	psicometria	properNoun
polihedron	o poliedro	noun
polihedron	poliedro	None
trigonometry	a trigonometria	noun
trigonometry	trigonometria	None
endorser	o endossador	noun
