source,POS
conscript,noun
monasticism,noun
child abuse,noun
overlay,noun
sharpness,noun
modelling,noun
bold letter,noun
hemoptysis,noun
dividend share,noun
layoff,noun
evolvent,noun
corectasis,noun
confusion,noun
actualism,noun
orthoclase,noun
hill,noun
garment,noun
nullification,noun
moan,noun
Leninism,noun
hydropericardium,noun
cheapening,noun
back pocket,noun
infinity,noun
ordinate,noun
cumulonimbus,noun
leftist,noun
castle fortress,noun
refrigerator,noun
brass band,noun
neophyte,noun
wartime,noun
blooper,noun
inlay,noun
perforator,noun
demotion,noun
ocelot,noun
binode,noun
afterbirth,noun
newswire,noun
turtleneck,noun
malacia,noun
welfare,noun
boon,noun
openness,noun
network service provider,noun
blood sausage,noun
derogation,noun
scholarship,noun
mite,noun
insider,noun
Slavic,noun
centroblastom,noun
computer,noun
solace,noun
filmlet,noun
upgrade,noun
network layer,noun
garlic,noun
aftereffect,noun
colluvium,noun
mausoleum,noun
ligamentopexis,noun
palaeoceanography,noun
khaki,noun
incumbency,noun
headword,noun
Catholicism,noun
moniker,noun
animator,noun
item,noun
well-insulated overalls for use in cold weather,noun
purist,noun
nystagmograph,noun
IBM,noun
parser,noun
worksheet,noun
underground,noun
pinball,noun
rallying,noun
talent scout,noun
distiller,noun
dribbler,noun
stopover,noun
delimitation,noun
lack of interest,noun
sparring,noun
unpleasantness,noun
ontogenesis,noun
glyptogenesis,noun
scotch,noun
straightness,noun
writing materials,noun
cryostat,noun
historicity,noun
spirochaetosis,noun
trio,noun
detective,noun
music school,noun
enzymology,noun
chum,noun
miosis,noun
Arab,noun
telephone connection,noun
finale,noun
Berber,noun
federation,noun
instinct,noun
equanimity,noun
Mediterranean,noun
generativist,noun
inheritance law,noun
holomorphism,noun
nobility,noun
lien,noun
bowling,noun
pintail,noun
survival,noun
forging,noun
bellwether,noun
ginning,noun
FDMA,noun
octogenarian,noun
fibromatosis,noun
tee,noun
beckoning,noun
methamphetamine,noun
occupation,noun
obligation,noun
ideography,noun
airtime,noun
sponsor,noun
callable share,noun
golfing,noun
stewardship,noun
intorsion,noun
disintegration,noun
go,noun
jumper,noun
tuberosity,noun
Minister of Economic Affairs,noun
reinterpretation,noun
physiotherapy,noun
Roman Catholic Church,noun
endometriosis,noun
room temperature,noun
interface,noun
infraction,noun
concubinage,noun
emphyteusis,noun
improbability,noun
forwarding,noun
biopetroleum,noun
epidemiologist,noun
cofferdam,noun
chinrest,noun
nerd,noun
gentleman -at-arms,noun
payload,noun
mastoidectomy,noun
sentry,noun
canap,noun
epidometry,noun
hang glider,noun
discernment,noun
royalism,noun
hard blow,noun
braker,noun
siting still,noun
depositor,noun
trunking system,noun
pilot,noun
locale,noun
road guide,noun
flashback,noun
generalist,noun
watchdog,noun
ravages,noun
