source,POS
Werner,properNoun
Ainanur,properNoun
Akbakai,properNoun
Sergali,properNoun
Bertis,properNoun
Cy,properNoun
Tattibai,properNoun
Auezov,properNoun
Aubakirova,properNoun
Franca,properNoun
Minerva,properNoun
Isajan,properNoun
Nicolae,properNoun
Fino,properNoun
Toropcev,properNoun
Grigoriev,properNoun
Bekpai,properNoun
Ana,properNoun
Kazhimurat,properNoun
Paul,properNoun
Shabdarbayev,properNoun
Ceara,properNoun
ivanov,properNoun
Jaroslaw,properNoun
Orazgul,properNoun
Zeynur,properNoun
Sagyrbaev,properNoun
Khakim,properNoun
Mariano,properNoun
Yamyshev,properNoun
Ilan,properNoun
Rustemov,properNoun
Chkalov,properNoun
Stephanie,properNoun
Renat,properNoun
Simonov,properNoun
Khaf,properNoun
Nurbol,properNoun
Jez,properNoun
Rodionov,properNoun
Erdengali,properNoun
Azizbay,properNoun
Jose,properNoun
Sariya,properNoun
Yuriev,properNoun
Jock,properNoun
Kalibekovich,properNoun
Anzhela,properNoun
Lu,properNoun
Dauit,properNoun
Molbay,properNoun
Ospanbet,properNoun
Uahat,properNoun
Beyisbay,properNoun
Fatih,properNoun
Barbara,properNoun
Samat,properNoun
Ekmeleddin,properNoun
Nasr,properNoun
Aibibe,properNoun
Rozov,properNoun
Aktobe,properNoun
Shustov,properNoun
Yeltai,properNoun
ibar,properNoun
Nazipa,properNoun
Ayushat,properNoun
Sharif,properNoun
Qarabakh,properNoun
Didar,properNoun
Sarasenbaev,properNoun
Christine,properNoun
Musabayev,properNoun
Francois,properNoun
Orynbekov,properNoun
Steuart,properNoun
Gib,properNoun
Ciro,properNoun
Bergen,properNoun
Musagali,properNoun
Günter,properNoun
Makat,properNoun
Otebay,properNoun
Gafar,properNoun
Brigitte,properNoun
Chomutov,properNoun
Nursulu,properNoun
Jana,properNoun
Nuserbayev,properNoun
Gennady,properNoun
Asaph,properNoun
Yermeksu,properNoun
Elisabetta,properNoun
Norman,properNoun
Zagipa,properNoun
Samuryk,properNoun
Zor,properNoun
Tleshev,properNoun
Rita,properNoun
Ogishev,properNoun
Serikkalieva,properNoun
Platonov,properNoun
Yakov,properNoun
Lino,properNoun
Mendybay,properNoun
Beybitjan,properNoun
Kibiwott,properNoun
Kathy,properNoun
Xorasev,properNoun
Austin,properNoun
Esenkeldi,properNoun
Heph,properNoun
Nurmukhametov,properNoun
Seriktur,properNoun
Ryan,properNoun
Khalima,properNoun
Kazhimkan,properNoun
Artem,properNoun
Ayshuaq,properNoun
Pio,properNoun
Norbert,properNoun
Ryskulbekovich,properNoun
Sultanov,properNoun
Teplov,properNoun
isabelle,properNoun
Bostankum,properNoun
Noil,properNoun
Paola,properNoun
Aitan,properNoun
Ayakkamyr,properNoun
Anne,properNoun
Kostya,properNoun
Bartoghai,properNoun
Bader,properNoun
Halida,properNoun
Shynghiskhan,properNoun
Esbolay,properNoun
Pernik,properNoun
Madeleine,properNoun
Djino,properNoun
Yaroslavtsev,properNoun
Zharmagambetov,properNoun
Jagger,properNoun
Riga,properNoun
Sergiy,properNoun
Dashin,properNoun
Slatnov,properNoun
Noah,properNoun
Osipov,properNoun
Sophie,properNoun
Bolganbay,properNoun
Kadirzhan,properNoun
Nadine,properNoun
Seydulla,properNoun
Shar,properNoun
Med,properNoun
Barlow,properNoun
Yesenkeldi,properNoun
Bidaiyk,properNoun
Cau,properNoun
Franklin,properNoun
Pericles,properNoun
Zubaida,properNoun
Gael,properNoun
Musirep,properNoun
Hanifa,properNoun
Suslov,properNoun
Burkitti,properNoun
Satibaldyev,properNoun
Aqdalasor,properNoun
Bektegen,properNoun
Boupha,properNoun
Umarov,properNoun
Tun,properNoun
Khakassia,properNoun
Gali,properNoun
Donetsk,properNoun
Attila,properNoun
Jadov,properNoun
Besagash,properNoun
Bojey,properNoun
Otynbaev,properNoun
Kozybai,properNoun
Theo,properNoun
Parsons,properNoun
Talib,properNoun
Joey,properNoun
Berdiyar,properNoun
Shaukat,properNoun
Aimautov,properNoun
Aiyrkyzyl,properNoun
Koshimbay,properNoun
Brennan,properNoun
Mausymbai,properNoun
Bik,properNoun
Zhenya,properNoun
Claudia,properNoun
Aina,properNoun
Zarina,properNoun
Centaurus,properNoun
Tansiqbay,properNoun
Arykbalyk,properNoun
Arshaly,properNoun
Krasnoyarsk,properNoun
Damocl,properNoun
Nartu,properNoun
Aimira,properNoun
Akrambay,properNoun
Ser,properNoun
Kerey,properNoun
Ospangali,properNoun
Bugyty,properNoun
Maisa,properNoun
