source,POS
on open ground,adverb
as things stood,adverb
for a few years,adverb
until late,adverb
dryly,adverb
several of,adverb
securely,adverb
antonomastically,adverb
coarsely,adverb
for the sake of decency,adverb
for the sake of appearances,adverb
without prejudice,adverb
on Friday,adverb
extendedly,adverb
week by week,adverb
telephonically,adverb
little by little,adverb
cordially,adverb
largo,adverb
defiantly,adverb
non-,adverb
in high season,adverb
on the day before yesterday,adverb
affirmatively,adverb
that much,adverb
liked,adverb
sarcastic,adverb
in full blossom,adverb
for one moment,adverb
any day now,adverb
deep down,adverb
profitably,adverb
excitingly,adverb
from the left,adverb
in broad daylight,adverb
down there,adverb
variously,adverb
innocently,adverb
on a tightrope,adverb
pretty much,adverb
from scratch,adverb
apocryphally,adverb
in some respects,adverb
lamely,adverb
next,adverb
out of favour,adverb
optionally,adverb
hypocritical,adverb
vexatious,adverb
unaided,adverb
immaterial,adverb
implicitly,adverb
every year,adverb
sinfully,adverb
as far as they are concerned,adverb
nauseating,adverb
transversely,adverb
wide,adverb
in Aranese,adverb
around that time,adverb
a while,adverb
o'clock,adverb
correspondingly,adverb
unjustly,adverb
in Slovak,adverb
sleepily,adverb
clerically,adverb
the olden days,adverb
for the moment,adverb
in the extreme,adverb
for his sake,adverb
intelligibly,adverb
homewards,adverb
on an international scale,adverb
southwards,adverb
with no strings attached,adverb
until,adverb
in Provençal,adverb
in due season,adverb
way back when,adverb
someplace else,adverb
taking this opportunity,adverb
the year last,adverb
normally,adverb
in contrast,adverb
for God's sake,adverb
before,adverb
unacceptably,adverb
hopelessly,adverb
on the sly,adverb
plainly,adverb
for ever,adverb
to the utmost,adverb
at first,adverb
for ever and ever,adverb
about,adverb
internationally,adverb
oversea,adverb
the next winter,adverb
digitally,adverb
assiduously,adverb
temporarily,adverb
at lunchtime,adverb
half,adverb
outer,adverb
put it like that,adverb
however,adverb
hence,adverb
any sort of,adverb
consequently,adverb
as early as tomorrow,adverb
close to,adverb
previously,adverb
in bad faith,adverb
politically,adverb
further in,adverb
moreover,adverb
equal,adverb
seven o'clock,adverb
southeast,adverb
so,adverb
throughout the night,adverb
steadily,adverb
in this country,adverb
immediately,adverb
patiently,adverb
responsibly,adverb
alternatively,adverb
severely,adverb
on Sunday evening,adverb
sloping,adverb
under,adverb
positive,adverb
so on,adverb
upwards,adverb
properly,adverb
only,adverb
generously,adverb
assuredly,adverb
in front of,adverb
very,adverb
per host,adverb
rather than,adverb
beforehand,adverb
in the long run,adverb
doubtless,adverb
once and for all,adverb
last but not least,adverb
else,adverb
a posteriori,adverb
out of turn,adverb
for the sake of God,adverb
that is,adverb
the next August,adverb
at least,adverb
for dear life,adverb
for that reason,adverb
endlessly,adverb
opposite,adverb
by hand,adverb
subsequently,adverb
manifestly,adverb
in kind,adverb
incidentally,adverb
percent,adverb
purportedly,adverb
vividly,adverb
enough,adverb
twice,adverb
all right,adverb
single file,adverb
least,adverb
northeast,adverb
effortlessly,adverb
attentively,adverb
specifically,adverb
solemnly,adverb
as early as last Autumn,adverb
in broad day light,adverb
the next November,adverb
seemingly,adverb
in short,adverb
knowingly,adverb
fatally,adverb
as late as tomorrow,adverb
purposely,adverb
jokingly,adverb
during the night,adverb
presently,adverb
no matter what,adverb
for a very long time,adverb
at random,adverb
eventually,adverb
unbelievably,adverb
four-thirty,adverb
additionally,adverb
after this manner,adverb
double,adverb
out of place,adverb
indiscriminately,adverb
primarily,adverb
consistently,adverb
overall,adverb
at the front,adverb
next fall,adverb
welcome to,adverb
insufficient,adverb
at a time,adverb
this summer,adverb
next March,adverb
merely,adverb
effectively,adverb
yesterday,adverb
at every turn,adverb
whatever happens,adverb
interestingly enough,adverb
unhesitatingly,adverb
nevertheless,adverb
in behalf of,adverb
beneath,adverb
all over the country,adverb
strategically,adverb
without having anything to do with it,adverb
globally,adverb
intentionally,adverb
unquestionably,adverb
progressively,adverb
slightly,adverb
sure enough,adverb
hand in hand,adverb
actively,adverb
altogether,adverb
until no more is needed nor desired,adverb
perhaps,adverb
anywhere,adverb
respectfully,adverb
literally,adverb
fifteen minutes past,adverb
shortly before,adverb
moderately,adverb
directly,adverb
to the right,adverb
admittedly,adverb
for two reasons,adverb
at long last,adverb
generally,adverb
repeatedly,adverb
unexpectedly,adverb
I'm sorry,adverb
as a matter of fact,adverb
en attendant,adverb
with great difficulty,adverb
in astonishment,adverb
entirely,adverb
over there,adverb
word for word,adverb
specially,adverb
increasingly,adverb
freehand,adverb
for the first time,adverb
to be serious,adverb
pie in the sky,adverb
edgewise,adverb
potentially,adverb
in force,adverb
sure,adverb
heartily,adverb
by force,adverb
usually,adverb
forcibly,adverb
seldom,adverb
magnificently,adverb
in this case,adverb
at any time,adverb
unpleasantly,adverb
per capita,adverb
definitively,adverb
tomorrow,adverb
in the afternoon,adverb
upstream,adverb
in hindsight,adverb
like nothing,adverb
strangely,adverb
justly,adverb
permanently,adverb
on purpose,adverb
suddenly,adverb
exceedingly,adverb
clearly,adverb
nearly,adverb
point-blank,adverb
around the world,adverb
nowhere near,adverb
the next Sunday,adverb
quick,adverb
then and there,adverb
flatly,adverb
day before yesterday,adverb
eight-thirty,adverb
could say,adverb
come what may,adverb
undersea,adverb
night before last,adverb
blindingly,adverb
less,adverb
in fashion,adverb
hard to tell,adverb
next Thursday,adverb
remaining to,adverb
explicitly,adverb
definitely not,adverb
thereof,adverb
in these years,adverb
pagewise,adverb
squatting,adverb
for the most part,adverb
vehemently,adverb
forward,adverb
dangerously,adverb
on principle,adverb
second,adverb
eleven o'clock,adverb
drastically,adverb
badly,adverb
sharply,adverb
worth mentioning,adverb
inequitably,adverb
bareback,adverb
ago,adverb
eleven-thirty,adverb
incontestably,adverb
individually,adverb
possibly,adverb
in the meantime,adverb
of necessity,adverb
usual,adverb
visibly,adverb
more than likely,adverb
the next Monday,adverb
extremely,adverb
on the contrary,adverb
uniformly,adverb
cautiously,adverb
backwards,adverb
in the short term,adverb
from,adverb
exactly right,adverb
for these reasons,adverb
highly,adverb
falsely,adverb
either,adverb
independently,adverb
efficiently,adverb
inappropriately,adverb
much more,adverb
after,adverb
mysteriously,adverb
six o'clock,adverb
lowest,adverb
in his behalf,adverb
right through,adverb
on the spot,adverb
en route,adverb
early,adverb
in general,adverb
in the first flush of youth,adverb
onwards,adverb
painstakingly,adverb
the next January,adverb
short-term,adverb
in hand,adverb
after all,adverb
fairly,adverb
wide open,adverb
heavy,adverb
not her,adverb
savagely,adverb
in favor,adverb
around,adverb
as big as,adverb
kindly,adverb
the next Saturday,adverb
with utmost difficulty,adverb
adequately,adverb
on our own,adverb
actually,adverb
legally,adverb
back to,adverb
out the window,adverb
in conjunction,adverb
like always,adverb
outright,adverb
unconditionally,adverb
under-fire,adverb
in many ways,adverb
with immediate effect,adverb
principally,adverb
gently,adverb
what kind of,adverb
belatedly,adverb
at the expense of,adverb
duly,adverb
on a day-to-day basis,adverb
next April,adverb
near the back,adverb
sooner,adverb
next February,adverb
uphill,adverb
against my will,adverb
from beginning to end,adverb
greatly,adverb
chronically,adverb
as far as possible,adverb
ahead,adverb
divinely,adverb
those that,adverb
not them,adverb
for,adverb
in front,adverb
differently,adverb
wrongly,adverb
undoubtedly,adverb
respectively,adverb
as well as,adverb
never,adverb
by the same token,adverb
by mail,adverb
absolutely correct,adverb
like it is,adverb
as early as next week,adverb
extraordinarily,adverb
honestly,adverb
in brief,adverb
southwardly,adverb
then,adverb
the next March,adverb
I wish to,adverb
sufficiently,adverb
included,adverb
up to here,adverb
approximately,adverb
running late,adverb
just as,adverb
regardless,adverb
terribly,adverb
insofar,adverb
no idea,adverb
next July,adverb
within,adverb
in command,adverb
at the beginning,adverb
outside,adverb
so much,adverb
hugely,adverb
out front,adverb
purely,adverb
criminally,adverb
longhand,adverb
tightly,adverb
in earnest,adverb
most,adverb
five-thirty,adverb
routinely,adverb
as early as last Winter,adverb
rapidly,adverb
harshly,adverb
in addition,adverb
alike,adverb
astray,adverb
in a crazy way,adverb
sometimes,adverb
the other way around,adverb
instead,adverb
the next Christmas,adverb
more or less,adverb
gradually,adverb
on a long-term basis,adverb
without a purpose,adverb
electronically,adverb
amongst,adverb
on foot,adverb
once in a blue moon,adverb
weekly,adverb
straight away,adverb
together,adverb
originally,adverb
as early as last season,adverb
still,adverb
total,adverb
right here,adverb
at hand,adverb
straight,adverb
far,adverb
anymore,adverb
overseas,adverb
next Sunday,adverb
verbatim,adverb
low,adverb
eagerly,adverb
definitely,adverb
in this place,adverb
systematically,adverb
as well,adverb
superficially,adverb
personally,adverb
yet again,adverb
in these parts,adverb
in the prime of life,adverb
the next May,adverb
ever,adverb
the next summer,adverb
in particular,adverb
from bad to worse,adverb
on bail,adverb
deeply,adverb
next May,adverb
fully,adverb
everywhere,adverb
halfway,adverb
obviously,adverb
at dinnertime,adverb
almost,adverb
satisfactorily,adverb
there again,adverb
the next February,adverb
yet,adverb
lately,adverb
per cent,adverb
