source,POS
Slavik,properNoun
Maimuni,properNoun
Sauðárkrókskaupstaður,properNoun
Germanies,properNoun
Firat,properNoun
Schilling,properNoun
Tuovinen,properNoun
Nussbaum,properNoun
Namani,properNoun
Epivates,properNoun
Risvani,properNoun
Nizdara,properNoun
Merz,properNoun
Rafet,properNoun
Demarty,properNoun
Krk,properNoun
Shirin,properNoun
Lepic,properNoun
Fife,properNoun
Raca,properNoun
Stelian,properNoun
Dilas,properNoun
Wiberg,properNoun
Ninepin,properNoun
Pirsic,properNoun
Dobrich,properNoun
Panagiota,properNoun
Mackic,properNoun
Dragoslav,properNoun
Davorin,properNoun
Mente,properNoun
Cavkic,properNoun
Musabegovic,properNoun
Sofuoglu,properNoun
Eshetu,properNoun
Haliasso,properNoun
Presa,properNoun
Goli,properNoun
Ulez,properNoun
Kocev,properNoun
Srem,properNoun
Kerem,properNoun
Kozloduy,properNoun
Dedalos,properNoun
Zokora,properNoun
Ramsar,properNoun
Andja,properNoun
Santer,properNoun
Kostres,properNoun
Saeed,properNoun
Gribenco,properNoun
Marlena,properNoun
Willem,properNoun
Solberg,properNoun
Livade,properNoun
Archondoula,properNoun
Tatar,properNoun
Bojcevski,properNoun
Miltiadis,properNoun
Krnojelac,properNoun
Bost,properNoun
Doppelmayer,properNoun
Kythira,properNoun
Antolos,properNoun
Keskin,properNoun
Vokshi,properNoun
Militiades,properNoun
Shuperka,properNoun
Ecka,properNoun
Trnovo,properNoun
Altavilla,properNoun
Kosumi,properNoun
Bekteshi,properNoun
Bode,properNoun
Salzmann,properNoun
Surbanovski,properNoun
Kazanluk,properNoun
MosNews,properNoun
Silman,properNoun
Sparkes,properNoun
Stegnite,properNoun
Quadras,properNoun
Electrocentrale,properNoun
Cosmotelco,properNoun
Zeul,properNoun
Koehler,properNoun
Aniko,properNoun
Kioko,properNoun
Bemal,properNoun
Lalzi,properNoun
Doncho,properNoun
Cialdini,properNoun
Roxy,properNoun
Storaro,properNoun
Dobran,properNoun
Transworld,properNoun
Kiro,properNoun
Cvetanka,properNoun
Enache,properNoun
Vyron,properNoun
Kerchove,properNoun
Hristovska,properNoun
Begator,properNoun
Cakir,properNoun
Pogorelic,properNoun
Gregorios,properNoun
Komedija,properNoun
Toska,properNoun
Saper,properNoun
Abrum,properNoun
Seyluhreppur,properNoun
Smilodon,properNoun
Palic,properNoun
Cervar,properNoun
Wolfowitz,properNoun
Kalbinur,properNoun
Entergy,properNoun
