source,POS
technological revolution,noun
deuterium,noun
meeting point,noun
literary circle,noun
press conference,noun
resin,noun
dejection,noun
deluge,noun
apparatus,noun
stern trawler,noun
treachery,noun
spontaneity,noun
rib,noun
wire mesh,noun
quest,noun
checkmate,noun
Minister of Justice,noun
stereoscopy,noun
son-in-law,noun
lexeme,noun
clam,noun
battlefield,noun
odeon,noun
error,noun
chevron,noun
tercet,noun
aplasia,noun
sclerectomy,noun
infamy,noun
accelerator,noun
Italian,noun
pentagon,noun
meningitis,noun
setter,noun
limestone,noun
paronychia,noun
homework,noun
incongruence,noun
triptych,noun
great-great-grandparent,noun
landing,noun
smartphone,noun
radiophysics,noun
thermocouple,noun
dendrogram,noun
deviation,noun
pointer,noun
viroid,noun
substation,noun
shearing,noun
surge,noun
mangrove,noun
coleopteron,noun
spawn,noun
playback,noun
clarion,noun
stethoscope,noun
albatross,noun
groover,noun
husband and wife,noun
prolapse,noun
oncoming traffic,noun
receding hairline,noun
direct selling,noun
lightning rod,noun
passenger seat,noun
supermodel,noun
rind,noun
currency,noun
bank of the river,noun
blaster,noun
enucleation,noun
kanji,noun
experience,noun
procurator,noun
emphysema,noun
provenance,noun
reification,noun
anisotropy,noun
hibernation,noun
Victorian,noun
nunciature,noun
walrus,noun
pâté,noun
glottochronology,noun
extranet,noun
starvation,noun
externalisation,noun
expectancy,noun
blender,noun
defraudation,noun
way of life,noun
backend,noun
sort code,noun
barbecue,noun
compass,noun
vagrant,noun
militia,noun
mysticism,noun
delirium,noun
mesolite,noun
isogon,noun
reservation,noun
phloem,noun
hard work,noun
diadem,noun
supply,noun
significant event,noun
Ethernet,noun
batiste,noun
colemanite,noun
military action,noun
invertebrate,noun
bank statement,noun
danburite,noun
substring,noun
armrest,noun
ravage,noun
guard dog,noun
wash basin,noun
provisions,noun
bun,noun
pouffe,noun
Catholic,noun
quipu,noun
plutonium,noun
leverage,noun
mitre,noun
calutron,noun
crest,noun
tavern,noun
Italian speaker,noun
best skipper,noun
likelihood,noun
ceiling,noun
embryo,noun
coding,noun
rumor,noun
Iron Age,noun
tuff,noun
henchman,noun
diary,noun
complication,noun
toast,noun
sinuatrial node,noun
ambrosia,noun
hurdy gurdy,noun
childishness,noun
constructing the mould for cement work,noun
reorganisation,noun
genotype,noun
funeral feast,noun
political figure,noun
cone,noun
elk,noun
nectar,noun
cumin,noun
prostaglandin,noun
bonk,noun
‘broken reed’,noun
household manager,noun
endomitosis,noun
transcription,noun
intimidation,noun
buzzing,noun
monograph,noun
abattoir,noun
toponymy,noun
ham,noun
hygrometer,noun
pickles,noun
condensed matter physics,noun
balancing scale,noun
crypt,noun
feature film,noun
solvency,noun
cholepoiesis,noun
gallbladder,noun
wasteheap,noun
car mechanic,noun
