source,POS
disjoint,adjective
organométallique,adjective
parascolaire,adjective
tatare,adjective
urbain,adjective
endocrin,adjective
contre nature,adjective
connectable,adjective
extra-sensoriel,adjective
italo-allemand,adjective
uvulaire,adjective
extranet,adjective
anorganique,adjective
sévillan,adjective
ouvert,adjective
dissolutif,adjective
serpentin,adjective
électrotechnique,adjective
Ier,adjective
anglo-normand,adjective
ultra-marin,adjective
physiopathologique,adjective
sandiniste,adjective
technique,adjective
vrai,adjective
rassurant,adjective
olympien,adjective
folâtre,adjective
grincheux,adjective
célèbre,adjective
89ème,adjective
mammifère,adjective
fugitif,adjective
proportionné,adjective
48ème,adjective
fiancé,adjective
87ème,adjective
abscons,adjective
cinéphile,adjective
ectoplasmique,adjective
luni-solaire,adjective
acrosomique,adjective
trait,adjective
homocinétique,adjective
chromatique,adjective
effrayé,adjective
vénézuélien,adjective
monochrome,adjective
yéménite,adjective
interchangeable,adjective
frontalier,adjective
détérioré,adjective
63ème,adjective
gilbertin,adjective
zen,adjective
réformateur,adjective
d'après la révolution,adjective
unisexuel,adjective
pustuleux,adjective
affameur,adjective
proconsulaire,adjective
pyrométrique,adjective
paraphylétique,adjective
éditorial,adjective
77ème,adjective
apologétique,adjective
maçon,adjective
facho,adjective
combinatoire,adjective
sardonique,adjective
malgracieux,adjective
bascophile,adjective
charpentier,adjective
familial,adjective
équipotentiel,adjective
52ème,adjective
pandémique,adjective
acétylsalicylique,adjective
59ème,adjective
violent,adjective
djihadiste,adjective
ultrafin,adjective
hydrodynamique,adjective
impulsif,adjective
anticoagulant,adjective
69ème,adjective
inaccessible,adjective
odieux,adjective
invité,adjective
aneuploïde,adjective
aquilin,adjective
gambien,adjective
concave,adjective
émérite,adjective
goinfre,adjective
impertinent,adjective
éducativement,adjective
soixante-cinquième,adjective
diplômé,adjective
électrolytique,adjective
variqueux,adjective
cachottier,adjective
biosynthétique,adjective
prostatique,adjective
dispendieux,adjective
gagaouze,adjective
17ème,adjective
exportateur,adjective
