source,POS
Mao Tsö-Tung,properNoun
L'Hospitalet de Llobregat,properNoun
Riscal,properNoun
Nicholas Liverpool,properNoun
Mitrofán,properNoun
Ille-et-Vilaine,properNoun
Andréas,properNoun
Colchide,properNoun
Van Gogh,properNoun
Nautilus,properNoun
Colmar,properNoun
Alcalá de Henares,properNoun
Saint-Geours,properNoun
Alpine,properNoun
Alstom Transport France,properNoun
Urnieta,properNoun
Nimègue,properNoun
Commonwealth des Bahamas,properNoun
Union Soviétique,properNoun
Elkarri,properNoun
Légion d'honneur,properNoun
Ehoud Olmert,properNoun
Soukhoumi,properNoun
Valery,properNoun
Kuoni,properNoun
Serco,properNoun
Assiout,properNoun
Bobigny,properNoun
Alaoui,properNoun
Isuntza,properNoun
Celtic,properNoun
Rufi,properNoun
Alcobendas,properNoun
Fnac,properNoun
Ukan,properNoun
Prusse Occidentale,properNoun
Cercle Polaire Arctique,properNoun
Deutshe,properNoun
Ayerdi,properNoun
Plentzia,properNoun
Djihad,properNoun
Vilariño,properNoun
Mediatrader,properNoun
Arbizolea,properNoun
Massif des Vosges,properNoun
Val-d'Oise,properNoun
Organisation mondiale du tourisme,properNoun
Renbourn,properNoun
Maes,properNoun
Mékong,properNoun
Ufesa,properNoun
adieco,properNoun
Mascate,properNoun
Errandonea,properNoun
Agustines,properNoun
Lasarte-Oria,properNoun
Lens,properNoun
Abdelkrim,properNoun
Enders,properNoun
Kamarara,properNoun
Basurto,properNoun
Agha Khan,properNoun
Saint-Hélier,properNoun
Euskadi Gaztea,properNoun
Phrynichos,properNoun
Orbea,properNoun
Larijani,properNoun
Gabriele Falloppio,properNoun
Marathon,properNoun
Brent,properNoun
Alpes Scandinaves,properNoun
Arangoiti,properNoun
Nila,properNoun
Natra,properNoun
Système ibérique,properNoun
Muskiz,properNoun
Givenchy,properNoun
Jameos del Agua,properNoun
Salzbourg,properNoun
Yaren,properNoun
Abba,properNoun
Achraf,properNoun
Murugarren,properNoun
Shetland du Sud,properNoun
Aleksandrs,properNoun
Aketa,properNoun
Burgaud,properNoun
Marcial,properNoun
Crillon,properNoun
Rujano,properNoun
Alkarbide,properNoun
Gouvernement Basque,properNoun
Allaman,properNoun
Nord-Pas de Calais,properNoun
Sellal,properNoun
Sadar,properNoun
Akjoujt,properNoun
Gambari,properNoun
Alapuzha,properNoun
Sierra Morena,properNoun
Dhaka,properNoun
Babcock,properNoun
Sadiyah,properNoun
guerre de Cent Ans,properNoun
Gazprom,properNoun
Themba Dlamini,properNoun
Banque Internationale pour la Reconstruction et le Développement,properNoun
Le Puy-en-Velay,properNoun
GDF-Suez,properNoun
Easo,properNoun
Mariehamn,properNoun
Fouad,properNoun
Arazu,properNoun
Île de l'Ascension,properNoun
Andorinho,properNoun
Fosse des Kouriles,properNoun
LS80,properNoun
Jéricho,properNoun
Salsamendi,properNoun
El Mundo del País Vasco,properNoun
Solynova,properNoun
Aia,properNoun
Adel,properNoun
Saint Empire romain germanique,properNoun
République Centrafricaine,properNoun
Péninsule Balkanique,properNoun
Amunarriz,properNoun
Boomerang,properNoun
Hruska,properNoun
Goierri,properNoun
Ben-Ahin,properNoun
Hondarribia,properNoun
Aubisque,properNoun
Picanto,properNoun
Faysal I,properNoun
Cockburn Town,properNoun
Giovanni Boccaccio,properNoun
Alhama,properNoun
Commonwealth des îles Mariannes du Nord,properNoun
Agoitz,properNoun
Pointe-à-Pitre,properNoun
Alcamène,properNoun
Nikkei,properNoun
Castellón de la Plana,properNoun
Koikili,properNoun
Vespasien,properNoun
Pôle Sud,properNoun
Altzaga,properNoun
Serhiy,properNoun
Les Alpujarras,properNoun
Stjepan Music,properNoun
TV2,properNoun
Îles Tchagos,properNoun
Abdelli,properNoun
Aixerrota,properNoun
Agnès Gonxha Bojaxhiu,properNoun
Foronda,properNoun
Essonne,properNoun
Canal de Bristol,properNoun
Eceiza,properNoun
Andonios,properNoun
Fuenlabrada,properNoun
Afrique-Équatoriale Française,properNoun
LTD,properNoun
Abdelghani,properNoun
Gehry,properNoun
Déclaration universelle des droits de l'homme,properNoun
Celta,properNoun
Acteón,properNoun
Mouvement des Pays non-alignés,properNoun
BatuaBerdeak,properNoun
Cabieces,properNoun
Aratz,properNoun
Amariya,properNoun
Îles Féroé,properNoun
Dacie,properNoun
Empordá,properNoun
Berria,properNoun
Padrnos,properNoun
Averroès,properNoun
Nouvelle Géorgie,properNoun
Oreka,properNoun
Chaîne de l'Alaska,properNoun
Annapurna,properNoun
Nicolas Copernic,properNoun
Velux,properNoun
Koxtape,properNoun
Achaïe,properNoun
Augustinus,properNoun
Abdelaziz,properNoun
Corredoira,properNoun
Top16,properNoun
Anderlues,properNoun
Mojave,properNoun
Araia,properNoun
Cacauelos,properNoun
Iñarra,properNoun
Antilles néerlandaises,properNoun
Tropique du Cancer,properNoun
Amelan,properNoun
Apia,properNoun
Tour de France,properNoun
Kairouan,properNoun
Courant du Golfe,properNoun
Internet,properNoun
Letizia Ortiz Rocasolano,properNoun
Ineo Infra Ineo Lum,properNoun
Archipel Arctique,properNoun
Alcaes,properNoun
San Pietro in Montorio,properNoun
Musiketan,properNoun
Angisola,properNoun
Dynasol,properNoun
Robien,properNoun
Pedreña,properNoun
Mapfre,properNoun
Lac d'Annecy,properNoun
Abtwil,properNoun
Villabona,properNoun
Aoiz,properNoun
Écôle de Fontainebleau,properNoun
Anero,properNoun
Gadé,properNoun
Tay,properNoun
Kutxaespacio,properNoun
Galeno,properNoun
Iouri Alexeïevitch,properNoun
Asepam,properNoun
Girija Prasad Koirala,properNoun
Cité Interdite,properNoun
Eurotunnel,properNoun
Twingo,properNoun
Hamar,properNoun
Antzuola,properNoun
Etxerat,properNoun
Arag,properNoun
Danone,properNoun
Aomori,properNoun
Pas-de-Calais,properNoun
Akita,properNoun
Fourest,properNoun
Amatriain,properNoun
Parc National du Grand Canyon,properNoun
Salva,properNoun
Argitxu,properNoun
Abou Dabi,properNoun
Telebista,properNoun
Caixa,properNoun
Édimbourg des sept mers,properNoun
Aqaba,properNoun
Sellapan Rama Nathan,properNoun
Gorazd,properNoun
Txuma,properNoun
Ancash,properNoun
Club de rame de Pasaia,properNoun
Gruppo Mediolanum,properNoun
Accoyer,properNoun
Aliez,properNoun
Gourcuff,properNoun
Pervez Musharraf,properNoun
Plaute,properNoun
Casio,properNoun
mer d'Arabie,properNoun
Empire des Indes,properNoun
Adhamiya,properNoun
Ordizia,properNoun
Kajima,properNoun
San Salvador,properNoun
Table du Soir,properNoun
Îles Carolines,properNoun
GM,properNoun
Moroccan All Shares Index,properNoun
Casse-Noisette,properNoun
Lezama,properNoun
Télécom,properNoun
Porto Rico,properNoun
Agiña,properNoun
Brandenbourg,properNoun
Ikei,properNoun
Bonnaire,properNoun
Václav Klaus,properNoun
Abul,properNoun
Bitoria,properNoun
Alavoine,properNoun
html,properNoun
Jaque,properNoun
Contre-Réforme,properNoun
Jean-Sébastien Bach,properNoun
Aranzubi,properNoun
Leconte,properNoun
Perpetuum,properNoun
péninsule de Kamtchatka,properNoun
Kontseilua,properNoun
Assouan,properNoun
Miravalles,properNoun
Willemstad,properNoun
Abu Dhabi Investment Authority,properNoun
Ferenc,properNoun
Getz,properNoun
Louis-Dreyfus,properNoun
Henri III le Maladif,properNoun
Douala,properNoun
Bassora,properNoun
Telecom,properNoun
Shamali,properNoun
Sanfermines,properNoun
Elkartea,properNoun
Alatriste,properNoun
Cegelec,properNoun
Luiz Inácio Lula da Silva,properNoun
Leyde,properNoun
Sanche le Grand,properNoun
Abydos,properNoun
Muravyev,properNoun
Sáinz,properNoun
Ma'aleh Adumim,properNoun
Berasaluze,properNoun
Matxin,properNoun
Caixanova,properNoun
Philippe IV le Bel,properNoun
Gutarra,properNoun
Candie,properNoun
Rianxeira,properNoun
Ipsen,properNoun
Aperribay,properNoun
Zaisa,properNoun
British Ariways,properNoun
Alcain,properNoun
Anadyr,properNoun
Vulcain,properNoun
François Bozizé,properNoun
Kutxazabal Zentroa,properNoun
Biarritz,properNoun
Grand Bassin Artésien,properNoun
Ambriz,properNoun
Lagun Aro,properNoun
Décaméron,properNoun
La Albufera,properNoun
Konstantine Oustinovitch Tchernenko,properNoun
Marjinalia,properNoun
Villiers-le-Bel,properNoun
Les Peters,properNoun
stoxx,properNoun
Ève,properNoun
Caunes,properNoun
Kutxa,properNoun
Emergente,properNoun
Mont Rose,properNoun
Charente,properNoun
Villepinte,properNoun
Huascaran,properNoun
Columbia,properNoun
Afrique-Occidentale Française,properNoun
Sao Paulo,properNoun
Catherine la Grande,properNoun
Ganbaratik,properNoun
Allouch,properNoun
Sestao River,properNoun
Orcades du Sud,properNoun
Aljan,properNoun
La Araucania,properNoun
Roseau,properNoun
Mingo,properNoun
CSS,properNoun
réservoir d'Artikutza,properNoun
Verone,properNoun
Ankaraspor,properNoun
Ancien Testament,properNoun
Nahavand,properNoun
Arcaute,properNoun
Almeyda,properNoun
Kornel,properNoun
Adiputro,properNoun
Alofi,properNoun
Licasa,properNoun
Bustintxulo,properNoun
Anemiren,properNoun
Rois mages,properNoun
Tarawa,properNoun
Arratia,properNoun
Play-Off,properNoun
Polaris,properNoun
Tschopp,properNoun
Acisclo,properNoun
Andía,properNoun
Jegou,properNoun
Pellegrin,properNoun
Nocedal,properNoun
Viktor Iouchtchenko,properNoun
Alirio,properNoun
Empire Byzantin,properNoun
Acha,properNoun
Alpharetta,properNoun
Ansoain,properNoun
Urgull,properNoun
Apatamonasterio,properNoun
commedia dell'arte,properNoun
Philae,properNoun
Aitzpea,properNoun
Otan,properNoun
NaBai,properNoun
Wielgus,properNoun
Cap Kennedy,properNoun
Amilivia,properNoun
Road Town,properNoun
Tunick,properNoun
Alx,properNoun
Alonsotegi,properNoun
Annet,properNoun
Abubo,properNoun
Tintoret,properNoun
Nouakchott,properNoun
Festival International de cinéma de Donostia-San Sebastián,properNoun
Vetel,properNoun
Arteta,properNoun
Philippes,properNoun
Niort,properNoun
Enée,properNoun
Lac Majeur,properNoun
Decker,properNoun
Nicanor Duarte Frutos,properNoun
Areso,properNoun
Alien,properNoun
Air France-KLM,properNoun
Sinn Fein,properNoun
Xénocrate,properNoun
Poor's,properNoun
Aranguren,properNoun
Parti du Congrès National Indien,properNoun
Talai Berri,properNoun
Cronenbery,properNoun
Abaltzisketa,properNoun
Détroit de Corée,properNoun
Astillero,properNoun
Stormont,properNoun
Shara,properNoun
Anie,properNoun
Belang,properNoun
Bahía Blanca,properNoun
Arga,properNoun
François Fillon,properNoun
Ruslan,properNoun
Massachussets,properNoun
Alday,properNoun
Vossloh Cogifer,properNoun
Nastic,properNoun
Rene,properNoun
Anibarro,properNoun
